FeatureCode,DateCode,Measurement,Units,Value,DCLG Temporary Housing Types Concept Scheme
E06000052,2017 Q1,Households-Accommodated-By-LA,,92,Private sector leased
E06000052,2012 Q2,Households-Accommodated-By-LA,,14,Other (including private landlord)
E06000052,2018 Q1,Households-Accommodated-By-LA,,220,All temporary housing types
E06000052,2017 Q3,Households-Accommodated-By-LA,,84,Private sector leased
E06000052,2012 Q3,Households-Accommodated-By-LA,,33,Hostels and womens refuge
E06000052,2016 Q1,Households-Accommodated-By-LA,,150,Private sector leased
E06000052,2013 Q4,Households-Accommodated-By-LA,,9,Other (including private landlord)
E06000052,2012 Q1,Households-Accommodated-By-LA,,38,Hostels and womens refuge
E06000052,2011 Q4,Households-Accommodated-By-LA,,56,LA / HA stock
E06000052,2015 Q1,Households-Accommodated-By-LA,,43,LA / HA stock
E06000052,2011 Q2,Households-Accommodated-By-LA,,428,All temporary housing types
E06000052,2014 Q2,Households-Accommodated-By-LA,,47,LA / HA stock
E06000052,2016 Q1,Households-Accommodated-By-LA,,44,Bed and breakfast
E06000052,2011 Q4,Households-Accommodated-By-LA,,9,Other (including private landlord)
E06000052,2013 Q1,Households-Accommodated-By-LA,,405,All temporary housing types
E06000052,2017 Q1,Households-Accommodated-By-LA,,13,Other (including private landlord)
E06000052,2012 Q1,Households-Accommodated-By-LA,,16,Other (including private landlord)
E06000052,2011 Q3,Households-Accommodated-By-LA,,13,Other (including private landlord)
E06000052,2017 Q3,Households-Accommodated-By-LA,,22,LA / HA stock
E06000052,2013 Q2,Households-Accommodated-By-LA,,200,Private sector leased
E06000052,2015 Q2,Households-Accommodated-By-LA,,27,Bed and breakfast
E06000052,2015 Q4,Households-Accommodated-By-LA,,150,Private sector leased
E06000052,2014 Q3,Households-Accommodated-By-LA,,62,Bed and breakfast
E06000052,2013 Q3,Households-Accommodated-By-LA,,14,Other (including private landlord)
E06000052,2014 Q3,Households-Accommodated-By-LA,,296,All temporary housing types
E06000052,2013 Q1,Households-Accommodated-By-LA,,24,Other (including private landlord)
E06000052,2013 Q1,Households-Accommodated-By-LA,,27,Hostels and womens refuge
E06000052,2011 Q3,Households-Accommodated-By-LA,,40,Hostels and womens refuge
E06000052,2014 Q4,Households-Accommodated-By-LA,,18,Hostels and womens refuge
E06000052,2014 Q1,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000052,2017 Q4,Households-Accommodated-By-LA,,53,Bed and breakfast
E06000052,2017 Q1,Households-Accommodated-By-LA,,52,Bed and breakfast
E06000052,2014 Q3,Households-Accommodated-By-LA,,5,Other (including private landlord)
E06000052,2012 Q2,Households-Accommodated-By-LA,,105,Bed and breakfast
E06000052,2014 Q4,Households-Accommodated-By-LA,,56,Bed and breakfast
E06000052,2017 Q4,Households-Accommodated-By-LA,,46,Other (including private landlord)
E06000052,2011 Q4,Households-Accommodated-By-LA,,89,Bed and breakfast
E06000052,2011 Q2,Households-Accommodated-By-LA,,212,Private sector leased
E06000052,2013 Q2,Households-Accommodated-By-LA,,16,Other (including private landlord)
E06000052,2016 Q1,Households-Accommodated-By-LA,,231,All temporary housing types
E06000052,2012 Q2,Households-Accommodated-By-LA,,29,Hostels and womens refuge
E06000052,2015 Q3,Households-Accommodated-By-LA,,40,Bed and breakfast
E06000052,2015 Q4,Households-Accommodated-By-LA,,235,All temporary housing types
E06000052,2017 Q1,Households-Accommodated-By-LA,,25,LA / HA stock
E06000052,2012 Q3,Households-Accommodated-By-LA,,200,Private sector leased
E06000052,2016 Q4,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E06000052,2015 Q1,Households-Accommodated-By-LA,,143,Private sector leased
E06000052,2012 Q3,Households-Accommodated-By-LA,,23,Other (including private landlord)
E06000052,2014 Q1,Households-Accommodated-By-LA,,191,Private sector leased
E06000052,2016 Q3,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E06000052,2013 Q4,Households-Accommodated-By-LA,,64,Bed and breakfast
E06000052,2013 Q3,Households-Accommodated-By-LA,,65,Bed and breakfast
E06000052,2014 Q4,Households-Accommodated-By-LA,,169,Private sector leased
E06000052,2011 Q2,Households-Accommodated-By-LA,,10,Other (including private landlord)
E06000052,2016 Q2,Households-Accommodated-By-LA,,20,LA / HA stock
E06000052,2016 Q4,Households-Accommodated-By-LA,,21,LA / HA stock
E06000052,2012 Q4,Households-Accommodated-By-LA,,405,All temporary housing types
E06000052,2016 Q1,Households-Accommodated-By-LA,,21,LA / HA stock
E06000052,2011 Q2,Households-Accommodated-By-LA,,118,Bed and breakfast
E06000052,2013 Q4,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E06000052,2012 Q3,Households-Accommodated-By-LA,,68,LA / HA stock
E06000052,2017 Q2,Households-Accommodated-By-LA,,20,LA / HA stock
E06000052,2017 Q2,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E06000052,2014 Q3,Households-Accommodated-By-LA,,165,Private sector leased
E06000052,2012 Q2,Households-Accommodated-By-LA,,417,All temporary housing types
E06000052,2017 Q2,Households-Accommodated-By-LA,,87,Private sector leased
E06000052,2014 Q3,Households-Accommodated-By-LA,,46,LA / HA stock
E06000052,2015 Q1,Households-Accommodated-By-LA,,252,All temporary housing types
E06000052,2017 Q4,Households-Accommodated-By-LA,,76,Private sector leased
E07000119,2017 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E07000119,2012 Q1,Households-Accommodated-By-LA,,6,Other (including private landlord)
E07000119,2016 Q2,Households-Accommodated-By-LA,,9,LA / HA stock
E07000119,2016 Q1,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2016 Q2,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000119,2017 Q1,Households-Accommodated-By-LA,,16,All temporary housing types
E07000119,2018 Q1,Households-Accommodated-By-LA,,5,All temporary housing types
E07000119,2016 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000119,2016 Q4,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000119,2016 Q4,Households-Accommodated-By-LA,,20,All temporary housing types
E07000119,2015 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000119,2011 Q4,Households-Accommodated-By-LA,,10,All temporary housing types
E07000119,2017 Q3,Households-Accommodated-By-LA,,13,All temporary housing types
E07000119,2015 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E07000119,2013 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000119,2014 Q2,Households-Accommodated-By-LA,,6,All temporary housing types
E07000119,2013 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000119,2011 Q3,Households-Accommodated-By-LA,,11,All temporary housing types
E07000119,2014 Q3,Households-Accommodated-By-LA,,8,All temporary housing types
E07000119,2014 Q2,Households-Accommodated-By-LA,,5,LA / HA stock
E07000119,2017 Q2,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000119,2015 Q2,Households-Accommodated-By-LA,,12,All temporary housing types
E07000119,2014 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E07000119,2016 Q3,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2013 Q2,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2017 Q1,Households-Accommodated-By-LA,,7,LA / HA stock
E07000119,2012 Q4,Households-Accommodated-By-LA,,7,All temporary housing types
E07000119,2017 Q1,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000119,2017 Q4,Households-Accommodated-By-LA,,11,All temporary housing types
E07000119,2017 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E07000119,2015 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E07000119,2015 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000119,2015 Q4,Households-Accommodated-By-LA,,14,All temporary housing types
E07000119,2013 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000119,2013 Q3,Households-Accommodated-By-LA,,13,All temporary housing types
E07000119,2017 Q4,Households-Accommodated-By-LA,,5,LA / HA stock
E07000119,2017 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000119,2012 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000119,2014 Q4,Households-Accommodated-By-LA,,6,All temporary housing types
E07000119,2015 Q2,Households-Accommodated-By-LA,,8,LA / HA stock
E07000119,2013 Q4,Households-Accommodated-By-LA,,7,All temporary housing types
E07000119,2016 Q4,Households-Accommodated-By-LA,,9,LA / HA stock
E07000119,2016 Q1,Households-Accommodated-By-LA,,11,All temporary housing types
E07000119,2011 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E07000119,2011 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E07000119,2011 Q4,Households-Accommodated-By-LA,,8,LA / HA stock
E07000119,2013 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000119,2012 Q2,Households-Accommodated-By-LA,,7,All temporary housing types
E07000119,2014 Q1,Households-Accommodated-By-LA,,9,All temporary housing types
E07000119,2015 Q3,Households-Accommodated-By-LA,,13,All temporary housing types
E07000119,2012 Q4,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2012 Q2,Households-Accommodated-By-LA,,5,LA / HA stock
E07000119,2013 Q3,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2016 Q2,Households-Accommodated-By-LA,,16,All temporary housing types
E07000119,2015 Q1,Households-Accommodated-By-LA,,11,All temporary housing types
E07000119,2014 Q1,Households-Accommodated-By-LA,,6,LA / HA stock
E07000119,2016 Q3,Households-Accommodated-By-LA,,15,All temporary housing types
E07000119,2017 Q2,Households-Accommodated-By-LA,,16,All temporary housing types
E07000119,2011 Q2,Households-Accommodated-By-LA,,12,All temporary housing types
E07000119,2013 Q1,Households-Accommodated-By-LA,,7,LA / HA stock
E06000009,2015 Q3,Households-Accommodated-By-LA,,27,Hostels and womens refuge
E06000009,2011 Q3,Households-Accommodated-By-LA,,17,Hostels and womens refuge
E06000009,2014 Q1,Households-Accommodated-By-LA,,21,All temporary housing types
E06000009,2017 Q2,Households-Accommodated-By-LA,,33,All temporary housing types
E06000009,2016 Q3,Households-Accommodated-By-LA,,19,All temporary housing types
E06000009,2015 Q3,Households-Accommodated-By-LA,,28,All temporary housing types
E06000009,2011 Q2,Households-Accommodated-By-LA,,14,All temporary housing types
E06000009,2016 Q2,Households-Accommodated-By-LA,,16,All temporary housing types
E06000009,2014 Q3,Households-Accommodated-By-LA,,17,All temporary housing types
E06000009,2015 Q4,Households-Accommodated-By-LA,,21,All temporary housing types
E06000009,2015 Q2,Households-Accommodated-By-LA,,38,All temporary housing types
E06000009,2014 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E06000009,2012 Q2,Households-Accommodated-By-LA,,20,All temporary housing types
E06000009,2012 Q1,Households-Accommodated-By-LA,,22,All temporary housing types
E06000009,2018 Q1,Households-Accommodated-By-LA,,36,All temporary housing types
E06000009,2015 Q2,Households-Accommodated-By-LA,,36,Hostels and womens refuge
E06000009,2017 Q3,Households-Accommodated-By-LA,,39,All temporary housing types
E06000009,2015 Q1,Households-Accommodated-By-LA,,35,All temporary housing types
E06000009,2011 Q4,Households-Accommodated-By-LA,,14,All temporary housing types
E06000009,2012 Q4,Households-Accommodated-By-LA,,18,All temporary housing types
E06000009,2017 Q4,Households-Accommodated-By-LA,,30,Hostels and womens refuge
E06000009,2013 Q4,Households-Accommodated-By-LA,,7,All temporary housing types
E06000009,2014 Q2,Households-Accommodated-By-LA,,14,All temporary housing types
E06000009,2013 Q2,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E06000009,2017 Q4,Households-Accommodated-By-LA,,32,All temporary housing types
E06000009,2012 Q3,Households-Accommodated-By-LA,,21,All temporary housing types
E06000009,2013 Q2,Households-Accommodated-By-LA,,25,All temporary housing types
E06000009,2014 Q4,Households-Accommodated-By-LA,,16,All temporary housing types
E06000009,2016 Q1,Households-Accommodated-By-LA,,18,All temporary housing types
E06000009,2017 Q3,Households-Accommodated-By-LA,,38,Hostels and womens refuge
E06000009,2016 Q4,Households-Accommodated-By-LA,,30,All temporary housing types
E06000009,2017 Q1,Households-Accommodated-By-LA,,29,All temporary housing types
E06000009,2011 Q3,Households-Accommodated-By-LA,,18,All temporary housing types
E06000009,2018 Q1,Households-Accommodated-By-LA,,30,Hostels and womens refuge
E06000009,2018 Q1,Households-Accommodated-By-LA,,6,Bed and breakfast
E06000009,2013 Q3,Households-Accommodated-By-LA,,20,All temporary housing types
E06000009,2013 Q1,Households-Accommodated-By-LA,,24,All temporary housing types
E07000081,2011 Q3,Households-Accommodated-By-LA,,19,Private sector leased
E07000081,2013 Q1,Households-Accommodated-By-LA,,22,Other (including private landlord)
E07000081,2017 Q1,Households-Accommodated-By-LA,,53,Bed and breakfast
E07000081,2011 Q2,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E07000081,2013 Q4,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E07000081,2011 Q4,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000081,2011 Q3,Households-Accommodated-By-LA,,8,LA / HA stock
E07000081,2013 Q3,Households-Accommodated-By-LA,,18,LA / HA stock
E07000081,2011 Q3,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000081,2015 Q4,Households-Accommodated-By-LA,,25,Hostels and womens refuge
E07000081,2011 Q3,Households-Accommodated-By-LA,,22,Bed and breakfast
E07000081,2013 Q2,Households-Accommodated-By-LA,,41,LA / HA stock
E07000081,2017 Q2,Households-Accommodated-By-LA,,119,All temporary housing types
E07000081,2016 Q2,Households-Accommodated-By-LA,,13,LA / HA stock
E07000081,2014 Q3,Households-Accommodated-By-LA,,20,Private sector leased
E07000081,2012 Q4,Households-Accommodated-By-LA,,36,Bed and breakfast
E07000081,2015 Q3,Households-Accommodated-By-LA,,8,Other (including private landlord)
E07000081,2014 Q2,Households-Accommodated-By-LA,,16,Private sector leased
E07000081,2015 Q3,Households-Accommodated-By-LA,,11,LA / HA stock
E07000081,2015 Q1,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000081,2014 Q4,Households-Accommodated-By-LA,,19,Private sector leased
E07000081,2016 Q4,Households-Accommodated-By-LA,,105,All temporary housing types
E07000081,2013 Q1,Households-Accommodated-By-LA,,22,LA / HA stock
E07000081,2013 Q2,Households-Accommodated-By-LA,,144,All temporary housing types
E07000081,2012 Q2,Households-Accommodated-By-LA,,14,Other (including private landlord)
E07000081,2014 Q4,Households-Accommodated-By-LA,,18,Other (including private landlord)
E07000081,2011 Q2,Households-Accommodated-By-LA,,71,All temporary housing types
E07000081,2014 Q2,Households-Accommodated-By-LA,,92,All temporary housing types
E07000081,2017 Q3,Households-Accommodated-By-LA,,55,Bed and breakfast
E07000081,2014 Q3,Households-Accommodated-By-LA,,26,Hostels and womens refuge
E07000081,2018 Q1,Households-Accommodated-By-LA,,72,Bed and breakfast
E07000081,2012 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000081,2016 Q4,Households-Accommodated-By-LA,,51,LA / HA stock
E07000081,2014 Q3,Households-Accommodated-By-LA,,16,Bed and breakfast
E07000081,2017 Q2,Households-Accommodated-By-LA,,59,Bed and breakfast
E07000081,2016 Q1,Households-Accommodated-By-LA,,12,LA / HA stock
E07000081,2015 Q3,Households-Accommodated-By-LA,,63,All temporary housing types
E07000081,2012 Q3,Households-Accommodated-By-LA,,28,Private sector leased
E07000081,2015 Q2,Households-Accommodated-By-LA,,17,Bed and breakfast
E07000081,2015 Q4,Households-Accommodated-By-LA,,58,All temporary housing types
E07000081,2016 Q1,Households-Accommodated-By-LA,,26,Bed and breakfast
E07000081,2015 Q1,Households-Accommodated-By-LA,,17,LA / HA stock
E07000081,2014 Q3,Households-Accommodated-By-LA,,92,All temporary housing types
E07000081,2015 Q3,Households-Accommodated-By-LA,,7,Private sector leased
E07000081,2013 Q4,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000081,2017 Q1,Households-Accommodated-By-LA,,50,LA / HA stock
E07000081,2013 Q3,Households-Accommodated-By-LA,,111,All temporary housing types
E07000081,2013 Q4,Households-Accommodated-By-LA,,18,Other (including private landlord)
E07000081,2013 Q1,Households-Accommodated-By-LA,,28,Private sector leased
E07000081,2016 Q3,Households-Accommodated-By-LA,,95,All temporary housing types
E07000081,2011 Q2,Households-Accommodated-By-LA,,13,Bed and breakfast
E07000081,2016 Q1,Households-Accommodated-By-LA,,76,All temporary housing types
E07000081,2015 Q2,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000081,2016 Q2,Households-Accommodated-By-LA,,37,Bed and breakfast
E07000081,2015 Q2,Households-Accommodated-By-LA,,19,LA / HA stock
E07000081,2012 Q2,Households-Accommodated-By-LA,,13,LA / HA stock
E07000081,2014 Q2,Households-Accommodated-By-LA,,31,Hostels and womens refuge
E07000081,2011 Q3,Households-Accommodated-By-LA,,84,All temporary housing types
E07000081,2018 Q1,Households-Accommodated-By-LA,,154,All temporary housing types
E07000081,2015 Q4,Households-Accommodated-By-LA,,16,Bed and breakfast
E07000081,2016 Q2,Households-Accommodated-By-LA,,25,Hostels and womens refuge
E07000081,2012 Q1,Households-Accommodated-By-LA,,24,Bed and breakfast
E07000081,2014 Q1,Households-Accommodated-By-LA,,99,All temporary housing types
E07000081,2015 Q3,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000081,2013 Q1,Households-Accommodated-By-LA,,27,Bed and breakfast
E07000081,2016 Q4,Households-Accommodated-By-LA,,51,Bed and breakfast
E07000081,2012 Q1,Households-Accommodated-By-LA,,13,Private sector leased
E07000081,2015 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E07000081,2012 Q3,Households-Accommodated-By-LA,,19,Other (including private landlord)
E07000081,2015 Q2,Households-Accommodated-By-LA,,7,Private sector leased
E07000081,2017 Q3,Households-Accommodated-By-LA,,114,All temporary housing types
E07000081,2013 Q4,Households-Accommodated-By-LA,,18,LA / HA stock
E07000081,2014 Q3,Households-Accommodated-By-LA,,13,LA / HA stock
E07000081,2012 Q4,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000081,2013 Q1,Households-Accommodated-By-LA,,123,All temporary housing types
E07000081,2016 Q1,Households-Accommodated-By-LA,,29,Hostels and womens refuge
E07000081,2013 Q1,Households-Accommodated-By-LA,,24,Hostels and womens refuge
E07000081,2012 Q1,Households-Accommodated-By-LA,,20,Hostels and womens refuge
E07000081,2011 Q3,Households-Accommodated-By-LA,,11,Other (including private landlord)
E07000081,2012 Q4,Households-Accommodated-By-LA,,140,All temporary housing types
E07000081,2016 Q3,Households-Accommodated-By-LA,,13,LA / HA stock
E07000081,2014 Q1,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000081,2011 Q4,Households-Accommodated-By-LA,,21,Private sector leased
E07000081,2014 Q1,Households-Accommodated-By-LA,,19,LA / HA stock
E07000081,2012 Q1,Households-Accommodated-By-LA,,83,All temporary housing types
E07000081,2017 Q4,Households-Accommodated-By-LA,,55,LA / HA stock
E07000081,2015 Q1,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000081,2016 Q2,Households-Accommodated-By-LA,,81,All temporary housing types
E07000081,2012 Q2,Households-Accommodated-By-LA,,106,All temporary housing types
E07000081,2017 Q4,Households-Accommodated-By-LA,,9,Other (including private landlord)
E07000081,2011 Q2,Households-Accommodated-By-LA,,19,Private sector leased
E07000081,2014 Q3,Households-Accommodated-By-LA,,17,Other (including private landlord)
E07000081,2018 Q1,Households-Accommodated-By-LA,,20,Other (including private landlord)
E07000081,2011 Q4,Households-Accommodated-By-LA,,23,Hostels and womens refuge
E07000081,2014 Q2,Households-Accommodated-By-LA,,18,Other (including private landlord)
E07000081,2012 Q4,Households-Accommodated-By-LA,,23,Other (including private landlord)
E07000081,2018 Q1,Households-Accommodated-By-LA,,59,LA / HA stock
E07000081,2015 Q3,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000081,2015 Q1,Households-Accommodated-By-LA,,18,Private sector leased
E07000081,2014 Q1,Households-Accommodated-By-LA,,21,Hostels and womens refuge
E07000081,2012 Q3,Households-Accommodated-By-LA,,14,LA / HA stock
E07000081,2014 Q1,Households-Accommodated-By-LA,,16,Other (including private landlord)
E07000081,2015 Q1,Households-Accommodated-By-LA,,96,All temporary housing types
E07000081,2011 Q2,Households-Accommodated-By-LA,,12,LA / HA stock
E07000081,2011 Q4,Households-Accommodated-By-LA,,85,All temporary housing types
E07000081,2015 Q2,Households-Accommodated-By-LA,,84,All temporary housing types
E07000081,2012 Q2,Households-Accommodated-By-LA,,28,Bed and breakfast
E07000081,2013 Q3,Households-Accommodated-By-LA,,26,Other (including private landlord)
E07000081,2017 Q4,Households-Accommodated-By-LA,,63,Bed and breakfast
E07000081,2014 Q2,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000081,2016 Q3,Households-Accommodated-By-LA,,47,Bed and breakfast
E07000081,2013 Q3,Households-Accommodated-By-LA,,30,Private sector leased
E07000081,2013 Q2,Households-Accommodated-By-LA,,36,Bed and breakfast
E07000081,2014 Q4,Households-Accommodated-By-LA,,95,All temporary housing types
E07000081,2012 Q3,Households-Accommodated-By-LA,,22,Hostels and womens refuge
E07000081,2015 Q1,Households-Accommodated-By-LA,,18,Other (including private landlord)
E07000081,2014 Q4,Households-Accommodated-By-LA,,15,LA / HA stock
E07000081,2011 Q2,Households-Accommodated-By-LA,,6,Other (including private landlord)
E07000081,2014 Q4,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000081,2017 Q1,Households-Accommodated-By-LA,,105,All temporary housing types
E07000081,2014 Q4,Households-Accommodated-By-LA,,15,Bed and breakfast
E07000081,2013 Q3,Households-Accommodated-By-LA,,18,Hostels and womens refuge
E07000081,2011 Q4,Households-Accommodated-By-LA,,10,LA / HA stock
E07000081,2015 Q2,Households-Accommodated-By-LA,,13,Other (including private landlord)
E07000081,2014 Q2,Households-Accommodated-By-LA,,17,LA / HA stock
E07000081,2012 Q3,Households-Accommodated-By-LA,,113,All temporary housing types
E07000081,2012 Q4,Households-Accommodated-By-LA,,22,LA / HA stock
E07000081,2012 Q1,Households-Accommodated-By-LA,,17,Other (including private landlord)
E07000081,2017 Q2,Households-Accommodated-By-LA,,58,LA / HA stock
E07000081,2012 Q2,Households-Accommodated-By-LA,,27,Hostels and womens refuge
E07000081,2012 Q3,Households-Accommodated-By-LA,,30,Bed and breakfast
E07000081,2013 Q4,Households-Accommodated-By-LA,,25,Private sector leased
E07000081,2012 Q2,Households-Accommodated-By-LA,,24,Private sector leased
E07000081,2013 Q3,Households-Accommodated-By-LA,,19,Bed and breakfast
E07000081,2011 Q4,Households-Accommodated-By-LA,,16,Other (including private landlord)
E07000081,2012 Q4,Households-Accommodated-By-LA,,31,Private sector leased
E07000081,2014 Q1,Households-Accommodated-By-LA,,24,Private sector leased
E07000081,2017 Q4,Households-Accommodated-By-LA,,130,All temporary housing types
E07000081,2017 Q3,Households-Accommodated-By-LA,,55,LA / HA stock
E07000081,2013 Q2,Households-Accommodated-By-LA,,43,Other (including private landlord)
E07000081,2016 Q3,Households-Accommodated-By-LA,,28,Hostels and womens refuge
E07000081,2013 Q4,Households-Accommodated-By-LA,,95,All temporary housing types
E07000082,2015 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000082,2014 Q1,Households-Accommodated-By-LA,,5,All temporary housing types
E07000082,2016 Q3,Households-Accommodated-By-LA,,15,All temporary housing types
E07000082,2013 Q2,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000082,2016 Q1,Households-Accommodated-By-LA,,8,All temporary housing types
E07000082,2018 Q1,Households-Accommodated-By-LA,,11,Bed and breakfast
E07000082,2018 Q1,Households-Accommodated-By-LA,,15,All temporary housing types
E07000082,2015 Q2,Households-Accommodated-By-LA,,9,Bed and breakfast
E07000082,2013 Q4,Households-Accommodated-By-LA,,8,All temporary housing types
E07000082,2013 Q3,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000082,2014 Q3,Households-Accommodated-By-LA,,10,All temporary housing types
E07000082,2014 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000082,2011 Q2,Households-Accommodated-By-LA,,7,All temporary housing types
E07000082,2012 Q3,Households-Accommodated-By-LA,,5,All temporary housing types
E07000082,2017 Q1,Households-Accommodated-By-LA,,11,All temporary housing types
E07000082,2011 Q4,Households-Accommodated-By-LA,,6,All temporary housing types
E07000082,2014 Q3,Households-Accommodated-By-LA,,8,Bed and breakfast
E07000082,2015 Q3,Households-Accommodated-By-LA,,8,All temporary housing types
E07000082,2017 Q2,Households-Accommodated-By-LA,,10,Bed and breakfast
E07000082,2016 Q4,Households-Accommodated-By-LA,,6,All temporary housing types
E07000082,2016 Q1,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000082,2013 Q3,Households-Accommodated-By-LA,,8,All temporary housing types
E07000082,2017 Q3,Households-Accommodated-By-LA,,13,All temporary housing types
E07000082,2014 Q4,Households-Accommodated-By-LA,,7,All temporary housing types
E07000082,2017 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000082,2015 Q1,Households-Accommodated-By-LA,,8,All temporary housing types
E07000082,2015 Q1,Households-Accommodated-By-LA,,6,Bed and breakfast
E07000082,2015 Q2,Households-Accommodated-By-LA,,10,All temporary housing types
E07000082,2017 Q1,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000082,2017 Q3,Households-Accommodated-By-LA,,12,Bed and breakfast
E07000082,2011 Q2,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000082,2016 Q3,Households-Accommodated-By-LA,,12,Bed and breakfast
E07000082,2013 Q4,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000082,2013 Q2,Households-Accommodated-By-LA,,7,All temporary housing types
E07000082,2012 Q2,Households-Accommodated-By-LA,,5,All temporary housing types
E07000079,2014 Q1,Households-Accommodated-By-LA,,10,All temporary housing types
E07000079,2013 Q3,Households-Accommodated-By-LA,,7,All temporary housing types
E07000079,2013 Q1,Households-Accommodated-By-LA,,8,All temporary housing types
E07000079,2015 Q2,Households-Accommodated-By-LA,,11,All temporary housing types
E07000079,2014 Q3,Households-Accommodated-By-LA,,8,All temporary housing types
E07000079,2012 Q2,Households-Accommodated-By-LA,,7,All temporary housing types
E07000079,2015 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000079,2016 Q1,Households-Accommodated-By-LA,,9,LA / HA stock
E07000079,2017 Q1,Households-Accommodated-By-LA,,8,LA / HA stock
E07000079,2016 Q1,Households-Accommodated-By-LA,,13,All temporary housing types
E07000079,2016 Q2,Households-Accommodated-By-LA,,18,All temporary housing types
E07000079,2011 Q2,Households-Accommodated-By-LA,,7,LA / HA stock
E07000079,2016 Q4,Households-Accommodated-By-LA,,12,All temporary housing types
E07000079,2017 Q2,Households-Accommodated-By-LA,,9,LA / HA stock
E07000079,2014 Q2,Households-Accommodated-By-LA,,6,LA / HA stock
E07000079,2017 Q3,Households-Accommodated-By-LA,,7,LA / HA stock
E07000079,2016 Q4,Households-Accommodated-By-LA,,5,LA / HA stock
E07000079,2014 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000079,2013 Q2,Households-Accommodated-By-LA,,9,All temporary housing types
E07000079,2015 Q4,Households-Accommodated-By-LA,,15,All temporary housing types
E07000079,2012 Q1,Households-Accommodated-By-LA,,5,LA / HA stock
E07000079,2012 Q1,Households-Accommodated-By-LA,,7,All temporary housing types
E07000079,2016 Q2,Households-Accommodated-By-LA,,10,LA / HA stock
E07000079,2016 Q3,Households-Accommodated-By-LA,,9,LA / HA stock
E07000079,2016 Q4,Households-Accommodated-By-LA,,5,Bed and breakfast
E07000079,2016 Q3,Households-Accommodated-By-LA,,7,Bed and breakfast
E07000079,2014 Q4,Households-Accommodated-By-LA,,6,LA / HA stock
E07000079,2011 Q2,Households-Accommodated-By-LA,,8,All temporary housing types
