FeatureCode,DateCode,Measurement,Units,Value,DCLG Homelessness Decsion Type Concept Scheme
E07000191,2012 Q2,Homelessness-Decisions,,15,Rejected not in priority need
E07000191,2013 Q2,Homelessness-Decisions,,6,Accepted Total
E07000191,2013 Q1,Homelessness-Decisions,,15,Rejected not homeless
E07000191,2012 Q3,Homelessness-Decisions,,54,All
E07000191,2014 Q3,Homelessness-Decisions,,11,Accepted Total
E07000191,2015 Q3,Homelessness-Decisions,,18,All
E07000191,2016 Q1,Homelessness-Decisions,,17,All
E07000191,2018 Q1,Homelessness-Decisions,,10,Accepted Total
E07000191,2012 Q2,Homelessness-Decisions,,38,All
E07000191,2011 Q2,Homelessness-Decisions,,53,All
E07000191,2015 Q2,Homelessness-Decisions,,8,Accepted Total
E07000191,2011 Q4,Homelessness-Decisions,,14,Rejected not in priority need
E07000191,2013 Q3,Homelessness-Decisions,,17,Rejected not in priority need
E07000191,2012 Q2,Homelessness-Decisions,,8,Accepted Total
E07000191,2014 Q2,Homelessness-Decisions,,33,All
E07000191,2011 Q4,Homelessness-Decisions,,6,Accepted Total
E07000191,2017 Q2,Homelessness-Decisions,,8,Accepted Total
E07000191,2017 Q1,Homelessness-Decisions,,6,Accepted Total
E07000191,2015 Q1,Homelessness-Decisions,,27,All
E07000191,2013 Q3,Homelessness-Decisions,,8,Accepted Total
E07000191,2011 Q3,Homelessness-Decisions,,38,All
E07000191,2012 Q4,Homelessness-Decisions,,42,All
E07000191,2013 Q4,Homelessness-Decisions,,28,All
E07000191,2017 Q4,Homelessness-Decisions,,8,All
E07000191,2013 Q2,Homelessness-Decisions,,43,All
E07000191,2011 Q3,Homelessness-Decisions,,16,Rejected not homeless
E07000191,2014 Q2,Homelessness-Decisions,,13,Rejected not homeless
E07000191,2013 Q4,Homelessness-Decisions,,12,Rejected not in priority need
E07000191,2014 Q1,Homelessness-Decisions,,32,All
E07000191,2013 Q3,Homelessness-Decisions,,41,All
E07000191,2015 Q1,Homelessness-Decisions,,10,Rejected not in priority need
E07000191,2011 Q3,Homelessness-Decisions,,8,Accepted Total
E07000191,2016 Q4,Homelessness-Decisions,,6,Rejected not homeless
E07000191,2012 Q1,Homelessness-Decisions,,23,Rejected not homeless
E07000191,2016 Q2,Homelessness-Decisions,,12,All
E07000191,2013 Q1,Homelessness-Decisions,,30,All
E07000191,2015 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000191,2017 Q2,Homelessness-Decisions,,17,All
E07000191,2014 Q3,Homelessness-Decisions,,34,All
E07000191,2015 Q4,Homelessness-Decisions,,12,All
E07000191,2017 Q3,Homelessness-Decisions,,7,All
E07000191,2018 Q1,Homelessness-Decisions,,16,All
E07000047,2014 Q1,Homelessness-Decisions,,7,Accepted Total
E07000047,2018 Q1,Homelessness-Decisions,,8,All
E07000047,2016 Q4,Homelessness-Decisions,,6,Accepted Total
E07000047,2017 Q3,Homelessness-Decisions,,17,All
E07000047,2016 Q3,Homelessness-Decisions,,9,Accepted Total
E07000047,2016 Q1,Homelessness-Decisions,,7,Rejected not homeless
E07000047,2017 Q4,Homelessness-Decisions,,5,Rejected not homeless
E07000047,2017 Q1,Homelessness-Decisions,,7,Accepted Total
E07000047,2017 Q4,Homelessness-Decisions,,10,All
E07000047,2017 Q1,Homelessness-Decisions,,18,All
E07000047,2014 Q2,Homelessness-Decisions,,13,All
E07000047,2013 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000047,2016 Q2,Homelessness-Decisions,,23,All
E07000047,2016 Q1,Homelessness-Decisions,,14,All
E07000047,2016 Q2,Homelessness-Decisions,,9,Rejected not homeless
E07000047,2015 Q2,Homelessness-Decisions,,10,Rejected not homeless
E07000047,2015 Q3,Homelessness-Decisions,,19,All
E07000047,2016 Q4,Homelessness-Decisions,,11,All
E07000047,2017 Q3,Homelessness-Decisions,,8,Accepted Total
E07000047,2015 Q1,Homelessness-Decisions,,9,All
E07000047,2015 Q4,Homelessness-Decisions,,8,All
E07000047,2012 Q1,Homelessness-Decisions,,6,All
E07000047,2016 Q2,Homelessness-Decisions,,12,Accepted Total
E07000047,2012 Q2,Homelessness-Decisions,,7,All
E07000047,2017 Q3,Homelessness-Decisions,,7,Rejected not homeless
E07000047,2014 Q1,Homelessness-Decisions,,16,All
E07000047,2012 Q4,Homelessness-Decisions,,6,Rejected not homeless
E07000047,2012 Q4,Homelessness-Decisions,,8,All
E07000047,2012 Q2,Homelessness-Decisions,,5,Rejected not homeless
E07000047,2016 Q1,Homelessness-Decisions,,6,Accepted Total
E07000047,2013 Q3,Homelessness-Decisions,,5,Accepted Total
E07000047,2013 Q2,Homelessness-Decisions,,9,All
E07000047,2013 Q4,Homelessness-Decisions,,8,All
E07000047,2012 Q3,Homelessness-Decisions,,10,All
E07000047,2017 Q2,Homelessness-Decisions,,11,All
E07000047,2014 Q4,Homelessness-Decisions,,6,All
E07000047,2015 Q3,Homelessness-Decisions,,6,Rejected intentionally homeless
E07000047,2014 Q1,Homelessness-Decisions,,9,Rejected not homeless
E07000047,2011 Q3,Homelessness-Decisions,,7,All
E07000047,2015 Q2,Homelessness-Decisions,,16,All
E07000047,2015 Q3,Homelessness-Decisions,,7,Accepted Total
E07000047,2014 Q2,Homelessness-Decisions,,9,Rejected not homeless
E07000047,2013 Q3,Homelessness-Decisions,,11,All
E07000047,2017 Q1,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000047,2012 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000047,2016 Q3,Homelessness-Decisions,,10,All
E07000047,2011 Q3,Homelessness-Decisions,,6,Accepted Total
E07000047,2014 Q3,Homelessness-Decisions,,12,All
E07000046,2012 Q1,Homelessness-Decisions,,16,Accepted Total
E07000046,2011 Q3,Homelessness-Decisions,,8,Accepted Total
E07000046,2012 Q1,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2015 Q1,Homelessness-Decisions,,6,Accepted Total
E07000046,2014 Q1,Homelessness-Decisions,,12,All
E07000046,2017 Q3,Homelessness-Decisions,,10,Accepted Total
E07000046,2017 Q3,Homelessness-Decisions,,20,Rejected not homeless
E07000046,2015 Q4,Homelessness-Decisions,,7,Rejected not homeless
E07000046,2011 Q3,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000046,2018 Q1,Homelessness-Decisions,,7,Accepted Total
E07000046,2012 Q1,Homelessness-Decisions,,25,All
E07000046,2016 Q3,Homelessness-Decisions,,7,Accepted Total
E07000046,2014 Q1,Homelessness-Decisions,,6,Accepted Total
E07000046,2014 Q4,Homelessness-Decisions,,11,All
E07000046,2017 Q2,Homelessness-Decisions,,27,All
E07000046,2017 Q1,Homelessness-Decisions,,23,All
E07000046,2016 Q1,Homelessness-Decisions,,6,Accepted Total
E07000046,2012 Q3,Homelessness-Decisions,,6,Accepted Total
E07000046,2014 Q2,Homelessness-Decisions,,5,Accepted Total
E07000046,2012 Q3,Homelessness-Decisions,,13,All
E07000046,2014 Q3,Homelessness-Decisions,,6,Accepted Total
E07000046,2016 Q2,Homelessness-Decisions,,8,Accepted Total
E07000046,2015 Q2,Homelessness-Decisions,,12,Accepted Total
E07000046,2015 Q3,Homelessness-Decisions,,6,Accepted Total
E07000046,2015 Q4,Homelessness-Decisions,,15,All
E07000046,2016 Q1,Homelessness-Decisions,,15,All
E07000046,2013 Q3,Homelessness-Decisions,,8,Accepted Total
E07000046,2011 Q4,Homelessness-Decisions,,11,All
E07000046,2015 Q2,Homelessness-Decisions,,6,Rejected not homeless
E07000046,2012 Q4,Homelessness-Decisions,,10,All
E07000046,2012 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2013 Q4,Homelessness-Decisions,,11,All
E07000046,2014 Q2,Homelessness-Decisions,,15,All
E07000046,2012 Q2,Homelessness-Decisions,,6,Accepted Total
E07000046,2017 Q4,Homelessness-Decisions,,10,Accepted Total
E07000046,2016 Q2,Homelessness-Decisions,,16,All
E07000046,2016 Q3,Homelessness-Decisions,,18,All
E07000046,2013 Q2,Homelessness-Decisions,,9,All
E07000046,2017 Q1,Homelessness-Decisions,,8,Accepted Total
E07000046,2013 Q1,Homelessness-Decisions,,5,Accepted Total
E07000046,2013 Q1,Homelessness-Decisions,,10,All
E07000046,2016 Q4,Homelessness-Decisions,,13,All
E07000046,2012 Q2,Homelessness-Decisions,,10,All
E07000046,2015 Q1,Homelessness-Decisions,,9,All
E07000046,2011 Q3,Homelessness-Decisions,,15,All
E07000046,2015 Q3,Homelessness-Decisions,,12,All
E07000046,2013 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2018 Q1,Homelessness-Decisions,,15,All
E07000046,2014 Q3,Homelessness-Decisions,,13,All
E07000046,2011 Q4,Homelessness-Decisions,,6,Accepted Total
E07000046,2016 Q4,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2017 Q3,Homelessness-Decisions,,37,All
E07000046,2013 Q2,Homelessness-Decisions,,6,Accepted Total
E07000046,2017 Q4,Homelessness-Decisions,,14,Rejected intentionally homeless
E07000046,2011 Q2,Homelessness-Decisions,,13,All
E07000046,2017 Q2,Homelessness-Decisions,,8,Accepted Total
E07000046,2017 Q2,Homelessness-Decisions,,11,Rejected not homeless
E07000046,2011 Q2,Homelessness-Decisions,,7,Accepted Total
E07000046,2017 Q4,Homelessness-Decisions,,35,All
E07000046,2014 Q2,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2014 Q3,Homelessness-Decisions,,5,Rejected not homeless
E07000046,2015 Q2,Homelessness-Decisions,,19,All
E07000046,2013 Q3,Homelessness-Decisions,,14,All
E07000046,2017 Q1,Homelessness-Decisions,,8,Rejected not homeless
E07000045,2014 Q3,Homelessness-Decisions,,7,Rejected not in priority need
E07000045,2011 Q3,Homelessness-Decisions,,11,Rejected not in priority need
E07000045,2014 Q1,Homelessness-Decisions,,33,Accepted Total
E07000045,2012 Q3,Homelessness-Decisions,,13,Accepted Total
E07000045,2014 Q4,Homelessness-Decisions,,14,Rejected intentionally homeless
E07000045,2011 Q3,Homelessness-Decisions,,19,Accepted Total
E07000045,2013 Q2,Homelessness-Decisions,,33,All
E07000045,2016 Q1,Homelessness-Decisions,,38,All
E07000045,2012 Q4,Homelessness-Decisions,,12,Rejected not in priority need
E07000045,2013 Q3,Homelessness-Decisions,,10,Rejected not homeless
E07000045,2016 Q3,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000045,2016 Q3,Homelessness-Decisions,,28,All
E07000045,2014 Q2,Homelessness-Decisions,,52,All
E07000045,2017 Q1,Homelessness-Decisions,,10,Accepted Total
E07000045,2012 Q4,Homelessness-Decisions,,14,Accepted Total
E07000045,2012 Q3,Homelessness-Decisions,,12,Rejected not homeless
E07000045,2013 Q3,Homelessness-Decisions,,12,Rejected not in priority need
E07000045,2011 Q3,Homelessness-Decisions,,8,Rejected intentionally homeless
E07000045,2016 Q3,Homelessness-Decisions,,10,Rejected not in priority need
E07000045,2012 Q4,Homelessness-Decisions,,14,Rejected intentionally homeless
E07000045,2015 Q4,Homelessness-Decisions,,26,All
E07000045,2012 Q4,Homelessness-Decisions,,18,Rejected not homeless
E07000045,2014 Q2,Homelessness-Decisions,,17,Accepted Total
E07000045,2014 Q1,Homelessness-Decisions,,13,Rejected not in priority need
E07000045,2014 Q2,Homelessness-Decisions,,17,Rejected not homeless
E07000045,2016 Q1,Homelessness-Decisions,,7,Accepted Total
E07000045,2015 Q4,Homelessness-Decisions,,9,Rejected not homeless
E07000045,2011 Q3,Homelessness-Decisions,,11,Rejected not homeless
E07000045,2017 Q1,Homelessness-Decisions,,25,Rejected not homeless
E07000045,2016 Q1,Homelessness-Decisions,,9,Rejected not in priority need
E07000045,2016 Q1,Homelessness-Decisions,,13,Rejected not homeless
E07000045,2016 Q1,Homelessness-Decisions,,9,Rejected intentionally homeless
E07000045,2014 Q2,Homelessness-Decisions,,13,Rejected not in priority need
E07000045,2012 Q4,Homelessness-Decisions,,58,All
E07000045,2012 Q3,Homelessness-Decisions,,35,All
E07000045,2013 Q2,Homelessness-Decisions,,8,Rejected intentionally homeless
E07000045,2013 Q4,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000045,2016 Q4,Homelessness-Decisions,,19,Rejected not homeless
E07000045,2018 Q1,Homelessness-Decisions,,6,Rejected not homeless
E07000045,2017 Q2,Homelessness-Decisions,,11,Accepted Total
E07000045,2011 Q2,Homelessness-Decisions,,44,All
E07000045,2013 Q4,Homelessness-Decisions,,17,Rejected not in priority need
E07000045,2012 Q2,Homelessness-Decisions,,23,All
E07000045,2011 Q4,Homelessness-Decisions,,7,Rejected not homeless
E07000045,2015 Q2,Homelessness-Decisions,,39,All
E07000045,2015 Q1,Homelessness-Decisions,,7,Rejected not homeless
E07000045,2013 Q1,Homelessness-Decisions,,56,All
E07000045,2017 Q2,Homelessness-Decisions,,9,Rejected intentionally homeless
E07000045,2013 Q1,Homelessness-Decisions,,15,Accepted Total
E07000045,2013 Q1,Homelessness-Decisions,,18,Rejected intentionally homeless
E07000045,2015 Q3,Homelessness-Decisions,,24,All
E07000045,2016 Q2,Homelessness-Decisions,,10,Rejected not in priority need
E07000045,2016 Q4,Homelessness-Decisions,,42,All
E07000045,2013 Q3,Homelessness-Decisions,,15,Accepted Total
E07000045,2018 Q1,Homelessness-Decisions,,15,All
E07000045,2015 Q3,Homelessness-Decisions,,10,Accepted Total
E07000045,2015 Q4,Homelessness-Decisions,,9,Accepted Total
E07000045,2013 Q1,Homelessness-Decisions,,15,Rejected not homeless
E07000045,2011 Q4,Homelessness-Decisions,,13,Accepted Total
E07000045,2013 Q1,Homelessness-Decisions,,8,Rejected not in priority need
E07000045,2017 Q4,Homelessness-Decisions,,9,All
E07000045,2015 Q2,Homelessness-Decisions,,5,Rejected not in priority need
E07000045,2013 Q2,Homelessness-Decisions,,10,Rejected not homeless
E07000045,2017 Q2,Homelessness-Decisions,,15,Rejected not homeless
E07000045,2011 Q2,Homelessness-Decisions,,14,Accepted Total
E07000045,2014 Q3,Homelessness-Decisions,,6,Accepted Total
E07000045,2011 Q4,Homelessness-Decisions,,20,All
E07000045,2014 Q3,Homelessness-Decisions,,18,All
E07000045,2016 Q2,Homelessness-Decisions,,15,Accepted Total
E07000045,2011 Q2,Homelessness-Decisions,,20,Rejected not homeless
E07000045,2017 Q3,Homelessness-Decisions,,21,All
E07000045,2013 Q3,Homelessness-Decisions,,42,All
E07000045,2016 Q3,Homelessness-Decisions,,9,Rejected not homeless
E07000045,2012 Q2,Homelessness-Decisions,,5,Accepted Total
E07000045,2013 Q2,Homelessness-Decisions,,7,Rejected not in priority need
E07000045,2017 Q3,Homelessness-Decisions,,7,Accepted Total
E07000045,2012 Q2,Homelessness-Decisions,,16,Rejected not homeless
E07000045,2012 Q1,Homelessness-Decisions,,9,Accepted Total
E07000045,2014 Q2,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000045,2012 Q1,Homelessness-Decisions,,14,All
E07000045,2013 Q2,Homelessness-Decisions,,8,Accepted Total
E07000045,2015 Q1,Homelessness-Decisions,,8,Accepted Total
E07000045,2017 Q1,Homelessness-Decisions,,55,All
E07000045,2015 Q2,Homelessness-Decisions,,9,Rejected not homeless
E07000045,2014 Q1,Homelessness-Decisions,,62,All
E07000045,2016 Q2,Homelessness-Decisions,,13,Rejected not homeless
E07000045,2015 Q3,Homelessness-Decisions,,7,Rejected not homeless
E07000045,2013 Q4,Homelessness-Decisions,,23,Rejected not homeless
E07000045,2016 Q4,Homelessness-Decisions,,8,Rejected intentionally homeless
E07000045,2015 Q2,Homelessness-Decisions,,9,Rejected intentionally homeless
E07000045,2015 Q2,Homelessness-Decisions,,16,Accepted Total
E07000045,2011 Q3,Homelessness-Decisions,,49,All
E07000045,2014 Q4,Homelessness-Decisions,,37,All
E07000045,2016 Q2,Homelessness-Decisions,,45,All
E07000045,2012 Q1,Homelessness-Decisions,,5,Rejected not homeless
E07000045,2013 Q4,Homelessness-Decisions,,20,Accepted Total
E07000045,2015 Q1,Homelessness-Decisions,,24,All
E07000045,2014 Q4,Homelessness-Decisions,,12,Accepted Total
E07000045,2013 Q3,Homelessness-Decisions,,5,Rejected intentionally homeless
E07000045,2016 Q2,Homelessness-Decisions,,7,Rejected intentionally homeless
E07000045,2016 Q4,Homelessness-Decisions,,12,Rejected not in priority need
E07000045,2017 Q2,Homelessness-Decisions,,50,All
E07000045,2017 Q2,Homelessness-Decisions,,15,Rejected not in priority need
E07000045,2017 Q3,Homelessness-Decisions,,7,Rejected not in priority need
E07000045,2013 Q4,Homelessness-Decisions,,65,All
E06000052,2012 Q2,Homelessness-Decisions,,15,Rejected not in priority need
E06000052,2013 Q4,Homelessness-Decisions,,146,Rejected not homeless
E06000052,2017 Q4,Homelessness-Decisions,,15,Rejected intentionally homeless
E06000052,2015 Q3,Homelessness-Decisions,,18,Rejected intentionally homeless
E06000052,2016 Q3,Homelessness-Decisions,,82,Rejected not homeless
E06000052,2012 Q2,Homelessness-Decisions,,225,All
E06000052,2013 Q4,Homelessness-Decisions,,226,All
E06000052,2015 Q3,Homelessness-Decisions,,71,Accepted Total
E06000052,2011 Q3,Homelessness-Decisions,,79,Rejected not homeless
E06000052,2016 Q3,Homelessness-Decisions,,15,Rejected intentionally homeless
E06000052,2014 Q2,Homelessness-Decisions,,94,Accepted Total
E06000052,2011 Q3,Homelessness-Decisions,,25,Rejected intentionally homeless
E06000052,2011 Q3,Homelessness-Decisions,,154,Accepted Total
E06000052,2016 Q1,Homelessness-Decisions,,176,All
E06000052,2011 Q3,Homelessness-Decisions,,19,Rejected not in priority need
E06000052,2013 Q2,Homelessness-Decisions,,43,Rejected not homeless
E06000052,2016 Q3,Homelessness-Decisions,,10,Rejected not in priority need
E06000052,2017 Q1,Homelessness-Decisions,,5,Rejected not in priority need
E06000052,2012 Q2,Homelessness-Decisions,,133,Accepted Total
E06000052,2015 Q3,Homelessness-Decisions,,213,All
E06000052,2016 Q1,Homelessness-Decisions,,66,Accepted Total
E06000052,2012 Q3,Homelessness-Decisions,,12,Rejected not in priority need
E06000052,2015 Q2,Homelessness-Decisions,,16,Rejected not in priority need
E06000052,2015 Q4,Homelessness-Decisions,,201,All
E06000052,2017 Q4,Homelessness-Decisions,,229,All
E06000052,2017 Q4,Homelessness-Decisions,,110,Rejected not homeless
E06000052,2015 Q3,Homelessness-Decisions,,15,Rejected not in priority need
E06000052,2012 Q3,Homelessness-Decisions,,148,Accepted Total
E06000052,2012 Q2,Homelessness-Decisions,,66,Rejected not homeless
E06000052,2014 Q1,Homelessness-Decisions,,69,Accepted Total
E06000052,2015 Q3,Homelessness-Decisions,,109,Rejected not homeless
E06000052,2017 Q2,Homelessness-Decisions,,19,Rejected intentionally homeless
E06000052,2017 Q2,Homelessness-Decisions,,13,Rejected not in priority need
E06000052,2017 Q3,Homelessness-Decisions,,106,Rejected not homeless
E06000052,2012 Q1,Homelessness-Decisions,,62,Rejected not homeless
E06000052,2017 Q2,Homelessness-Decisions,,162,All
E06000052,2018 Q1,Homelessness-Decisions,,187,All
E06000052,2012 Q3,Homelessness-Decisions,,243,All
E06000052,2013 Q2,Homelessness-Decisions,,53,Accepted Total
E06000052,2011 Q2,Homelessness-Decisions,,60,Rejected not homeless
E06000052,2016 Q3,Homelessness-Decisions,,70,Accepted Total
E06000052,2018 Q1,Homelessness-Decisions,,15,Rejected intentionally homeless
E06000052,2011 Q2,Homelessness-Decisions,,21,Rejected not in priority need
E06000052,2012 Q1,Homelessness-Decisions,,24,Rejected intentionally homeless
E06000052,2017 Q3,Homelessness-Decisions,,125,Accepted Total
E06000052,2012 Q1,Homelessness-Decisions,,158,Accepted Total
E06000052,2014 Q1,Homelessness-Decisions,,5,Rejected intentionally homeless
E06000052,2018 Q1,Homelessness-Decisions,,7,Rejected not in priority need
E06000052,2011 Q3,Homelessness-Decisions,,277,All
E06000052,2017 Q3,Homelessness-Decisions,,13,Rejected not in priority need
E06000052,2018 Q1,Homelessness-Decisions,,78,Accepted Total
E06000052,2012 Q1,Homelessness-Decisions,,14,Rejected not in priority need
E06000052,2014 Q1,Homelessness-Decisions,,14,Rejected not in priority need
E06000052,2013 Q4,Homelessness-Decisions,,54,Accepted Total
E06000052,2012 Q1,Homelessness-Decisions,,258,All
E06000052,2017 Q3,Homelessness-Decisions,,20,Rejected intentionally homeless
E06000052,2016 Q1,Homelessness-Decisions,,23,Rejected intentionally homeless
E06000052,2015 Q4,Homelessness-Decisions,,23,Rejected not in priority need
E06000052,2015 Q2,Homelessness-Decisions,,68,Accepted Total
E06000052,2013 Q4,Homelessness-Decisions,,18,Rejected not in priority need
E06000052,2013 Q4,Homelessness-Decisions,,8,Rejected intentionally homeless
E06000052,2017 Q2,Homelessness-Decisions,,62,Rejected not homeless
E06000052,2014 Q2,Homelessness-Decisions,,22,Rejected not in priority need
E06000052,2016 Q1,Homelessness-Decisions,,16,Rejected not in priority need
E06000052,2012 Q3,Homelessness-Decisions,,59,Rejected not homeless
E06000052,2015 Q2,Homelessness-Decisions,,27,Rejected intentionally homeless
E06000052,2012 Q2,Homelessness-Decisions,,11,Rejected intentionally homeless
E06000052,2015 Q2,Homelessness-Decisions,,208,All
E06000052,2015 Q2,Homelessness-Decisions,,97,Rejected not homeless
E06000052,2011 Q2,Homelessness-Decisions,,266,All
E06000052,2017 Q2,Homelessness-Decisions,,68,Accepted Total
E06000052,2012 Q3,Homelessness-Decisions,,24,Rejected intentionally homeless
E06000052,2018 Q1,Homelessness-Decisions,,87,Rejected not homeless
E06000052,2014 Q1,Homelessness-Decisions,,203,All
E06000052,2017 Q3,Homelessness-Decisions,,264,All
E06000052,2017 Q4,Homelessness-Decisions,,90,Accepted Total
E06000052,2017 Q4,Homelessness-Decisions,,14,Rejected not in priority need
E06000052,2014 Q1,Homelessness-Decisions,,115,Rejected not homeless
E06000052,2016 Q3,Homelessness-Decisions,,177,All
E06000052,2013 Q2,Homelessness-Decisions,,102,All
E06000052,2011 Q2,Homelessness-Decisions,,168,Accepted Total
E06000052,2011 Q2,Homelessness-Decisions,,17,Rejected intentionally homeless
E06000052,2011 Q4,Homelessness-Decisions,,22,Rejected intentionally homeless
E06000052,2014 Q2,Homelessness-Decisions,,5,Rejected intentionally homeless
E06000052,2014 Q3,Homelessness-Decisions,,127,Rejected not homeless
E06000052,2016 Q4,Homelessness-Decisions,,233,All
E06000052,2012 Q4,Homelessness-Decisions,,20,Rejected intentionally homeless
E06000052,2013 Q1,Homelessness-Decisions,,83,Accepted Total
E06000052,2014 Q4,Homelessness-Decisions,,56,Accepted Total
E06000052,2016 Q2,Homelessness-Decisions,,218,All
E06000052,2014 Q4,Homelessness-Decisions,,98,Rejected not homeless
E06000052,2016 Q2,Homelessness-Decisions,,35,Rejected not in priority need
E06000052,2014 Q3,Homelessness-Decisions,,9,Rejected intentionally homeless
E06000052,2016 Q4,Homelessness-Decisions,,95,Rejected not homeless
E06000052,2015 Q4,Homelessness-Decisions,,109,Rejected not homeless
E06000052,2014 Q4,Homelessness-Decisions,,13,Rejected intentionally homeless
E06000052,2015 Q1,Homelessness-Decisions,,61,Accepted Total
E06000052,2014 Q2,Homelessness-Decisions,,111,Rejected not homeless
E06000052,2011 Q4,Homelessness-Decisions,,92,Rejected not homeless
E06000052,2017 Q1,Homelessness-Decisions,,18,Rejected intentionally homeless
E06000052,2017 Q1,Homelessness-Decisions,,175,All
E06000052,2015 Q1,Homelessness-Decisions,,11,Rejected intentionally homeless
E06000052,2015 Q1,Homelessness-Decisions,,19,Rejected not in priority need
E06000052,2017 Q1,Homelessness-Decisions,,81,Accepted Total
E06000052,2013 Q1,Homelessness-Decisions,,72,Rejected not homeless
E06000052,2011 Q4,Homelessness-Decisions,,11,Rejected not in priority need
E06000052,2014 Q3,Homelessness-Decisions,,81,Accepted Total
E06000052,2014 Q4,Homelessness-Decisions,,9,Rejected not in priority need
E06000052,2012 Q4,Homelessness-Decisions,,244,All
E06000052,2014 Q3,Homelessness-Decisions,,226,All
E06000052,2016 Q4,Homelessness-Decisions,,19,Rejected not in priority need
E06000052,2012 Q4,Homelessness-Decisions,,133,Accepted Total
E06000052,2014 Q2,Homelessness-Decisions,,232,All
E06000052,2012 Q4,Homelessness-Decisions,,79,Rejected not homeless
E06000052,2016 Q2,Homelessness-Decisions,,62,Accepted Total
E06000052,2013 Q3,Homelessness-Decisions,,165,All
E06000052,2016 Q4,Homelessness-Decisions,,44,Rejected intentionally homeless
E06000052,2013 Q1,Homelessness-Decisions,,178,All
E06000052,2013 Q1,Homelessness-Decisions,,6,Rejected not in priority need
E06000052,2016 Q2,Homelessness-Decisions,,95,Rejected not homeless
E06000052,2016 Q1,Homelessness-Decisions,,71,Rejected not homeless
E06000052,2017 Q1,Homelessness-Decisions,,71,Rejected not homeless
E06000052,2015 Q4,Homelessness-Decisions,,24,Rejected intentionally homeless
E06000052,2014 Q4,Homelessness-Decisions,,176,All
E06000052,2016 Q2,Homelessness-Decisions,,26,Rejected intentionally homeless
E06000052,2016 Q4,Homelessness-Decisions,,75,Accepted Total
E06000052,2013 Q1,Homelessness-Decisions,,17,Rejected intentionally homeless
E06000052,2015 Q1,Homelessness-Decisions,,224,All
E06000052,2014 Q3,Homelessness-Decisions,,9,Rejected not in priority need
E06000052,2012 Q4,Homelessness-Decisions,,12,Rejected not in priority need
E06000052,2011 Q4,Homelessness-Decisions,,169,Accepted Total
E06000052,2013 Q3,Homelessness-Decisions,,45,Accepted Total
E06000052,2015 Q1,Homelessness-Decisions,,133,Rejected not homeless
E06000052,2011 Q4,Homelessness-Decisions,,294,All
E06000052,2015 Q4,Homelessness-Decisions,,45,Accepted Total
E06000052,2013 Q3,Homelessness-Decisions,,106,Rejected not homeless
E07000119,2012 Q4,Homelessness-Decisions,,11,All
E07000119,2014 Q3,Homelessness-Decisions,,14,All
E07000119,2017 Q4,Homelessness-Decisions,,15,Accepted Total
E07000119,2012 Q1,Homelessness-Decisions,,10,All
E07000119,2014 Q4,Homelessness-Decisions,,6,Rejected not in priority need
E07000119,2017 Q2,Homelessness-Decisions,,9,All
E07000119,2015 Q4,Homelessness-Decisions,,5,All
E07000119,2016 Q3,Homelessness-Decisions,,5,Accepted Total
E07000119,2016 Q1,Homelessness-Decisions,,13,All
E07000119,2016 Q3,Homelessness-Decisions,,7,All
E07000119,2011 Q4,Homelessness-Decisions,,8,Rejected not homeless
E07000119,2015 Q2,Homelessness-Decisions,,7,All
E07000119,2012 Q4,Homelessness-Decisions,,5,Rejected not homeless
E07000119,2015 Q3,Homelessness-Decisions,,11,All
E07000119,2017 Q1,Homelessness-Decisions,,9,All
E07000119,2017 Q3,Homelessness-Decisions,,11,All
E07000119,2015 Q3,Homelessness-Decisions,,5,Rejected not in priority need
E07000119,2013 Q1,Homelessness-Decisions,,8,All
E07000119,2011 Q2,Homelessness-Decisions,,14,All
E07000119,2012 Q3,Homelessness-Decisions,,6,All
E07000119,2013 Q4,Homelessness-Decisions,,14,All
E07000119,2013 Q4,Homelessness-Decisions,,6,Rejected not in priority need
E07000119,2014 Q3,Homelessness-Decisions,,7,Rejected not in priority need
E07000119,2014 Q4,Homelessness-Decisions,,9,All
E07000119,2013 Q1,Homelessness-Decisions,,6,Rejected not in priority need
E07000119,2014 Q1,Homelessness-Decisions,,7,Rejected not in priority need
E07000119,2017 Q2,Homelessness-Decisions,,5,Accepted Total
E07000119,2011 Q3,Homelessness-Decisions,,7,All
E07000119,2017 Q4,Homelessness-Decisions,,27,All
E07000119,2014 Q1,Homelessness-Decisions,,13,All
E07000119,2011 Q4,Homelessness-Decisions,,15,All
E07000119,2014 Q2,Homelessness-Decisions,,5,Rejected not in priority need
E07000119,2015 Q1,Homelessness-Decisions,,5,All
E07000119,2013 Q2,Homelessness-Decisions,,6,All
