time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,Category,CPP_End_first_6months,3_months,3_months_percent,3_months_transfer,3_months_transfer_percent,3_6_months,3_6_months_percent,6_months+,6_months+_percent
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans ending during the first six months of the year,157,44,28,14,31.8,28,17.8,85,54.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans ending during the first six months of the year,111,50,45,13,26,29,26.1,32,28.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans ending during the first six months of the year,149,69,46.3,7,10.1,36,24.2,44,29.5
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans ending during the first six months of the year,116,c,c,c,c,c,c,85,73.3
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans ending during the first six months of the year,225,66,29.3,14,21.2,35,15.6,124,55.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans ending during the first six months of the year,146,57,39,11,19.3,40,27.4,49,33.6
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans ending during the first six months of the year,192,50,26,12,24,62,32.3,80,41.7
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans ending during the first six months of the year,143,44,30.8,9,20.5,26,18.2,73,51
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans ending during the first six months of the year,147,47,32,16,34,42,28.6,58,39.5
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans ending during the first six months of the year,142,24,16.9,c,c,37,26.1,81,57
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans ending during the first six months of the year,227,80,35.2,16,20,77,33.9,70,30.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans ending during the first six months of the year,116,28,24.1,8,28.6,21,18.1,67,57.8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans ending during the first six months of the year,95,33,34.7,c,c,38,40,24,25.3
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans ending during the first six months of the year,85,23,27.1,c,c,39,45.9,23,27.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans ending during the first six months of the year,218,65,29.8,36,55.4,70,32.1,83,38.1
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans ending during the first six months of the year,84,18,21.4,6,33.3,19,22.6,47,56
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans ending during the first six months of the year,124,28,22.6,8,28.6,30,24.2,66,53.2
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans ending during the first six months of the year,148,57,38.5,15,26.3,39,26.4,52,35.1
2016,Reporting year,National,E92000001,England,,,,,,Child Protection Plans ending during the first six months of the year,30890,8940,28.9,1110,12.4,7130,23.1,14810,48
2016,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans ending during the first six months of the year,1870,340,18.1,70,19.5,410,21.8,1130,60.1
2016,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans ending during the first six months of the year,4680,1440,30.9,190,12.8,1110,23.7,2120,45.4
2016,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Child Protection Plans ending during the first six months of the year,3040,990,32.7,150,15.4,650,21.4,1390,45.9
2016,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans ending during the first six months of the year,2740,960,35,50,5.5,580,21.2,1200,43.8
2016,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans ending during the first six months of the year,3570,1220,34.1,70,6.1,810,22.6,1540,43.3
2016,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans ending during the first six months of the year,2660,680,25.4,130,19.7,680,25.6,1300,48.9
2016,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans ending during the first six months of the year,4670,1180,25.3,230,19.1,1100,23.4,2400,51.3
2016,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans ending during the first six months of the year,4780,1310,27.4,150,11.4,1160,24.2,2310,48.3
2016,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans ending during the first six months of the year,2880,820,28.5,70,8.6,640,22.1,1420,49.3
2016,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans ending during the first six months of the year,1830,420,23.2,90,21.7,420,22.8,990,54
2016,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans ending during the first six months of the year,2850,760,26.6,130,17.7,680,23.8,1410,49.5
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans ending during the first six months of the year,63,c,c,0,0,c,c,53,84.1
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,Durham,Child Protection Plans ending during the first six months of the year,250,19,7.6,0,0,32,12.8,199,79.6
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans ending during the first six months of the year,168,21,12.5,12,57.1,37,22,110,65.5
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans ending during the first six months of the year,83,6,7.2,c,c,16,19.3,61,73.5
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans ending during the first six months of the year,143,24,16.8,7,29.2,44,30.8,75,52.4
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,225,48,21.3,27,56.3,37,16.4,140,62.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,101,10,9.9,c,c,12,11.9,79,78.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,165,24,14.5,9,37.5,53,32.1,88,53.3
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,99,30,30.3,c,c,29,29.3,40,40.4
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,119,18,15.1,0,0,26,21.8,75,63
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,195,59,30.3,c,c,46,23.6,90,46.2
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,261,70,26.8,0,0,75,28.7,116,44.4
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,131,34,26,8,23.5,29,22.1,68,51.9
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,225,66,29.3,6,9.1,31,13.8,127,56.4
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,136,27,19.9,c,c,27,19.9,82,60.3
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,124,29,23.4,c,c,35,28.2,60,48.4
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,194,59,30.4,c,c,53,27.3,82,42.3
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,149,27,18.1,6,22.2,49,32.9,73,49
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans ending during the first six months of the year,236,70,29.7,c,c,55,23.3,111,47
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans ending during the first six months of the year,131,11,8.4,c,c,32,24.4,88,67.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans ending during the first six months of the year,116,46,39.7,7,15.2,27,23.3,43,37.1
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans ending during the first six months of the year,570,177,31.1,25,14.1,131,23,262,46
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans ending during the first six months of the year,336,121,36,12,9.9,74,22,141,42
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,429,189,44.1,13,6.9,105,24.5,135,31.5
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,164,61,37.2,12,19.7,60,36.6,43,26.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,198,72,36.4,22,30.6,34,17.2,92,46.5
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,233,53,22.7,11,20.8,47,20.2,133,57.1
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,214,111,51.9,7,6.3,34,15.9,69,32.2
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending during the first six months of the year,129,34,26.4,12,35.3,33,25.6,62,48.1
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending during the first six months of the year,141,17,12.1,c,c,27,19.1,97,68.8
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending during the first six months of the year,108,27,25,c,c,27,25,54,50
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending during the first six months of the year,135,12,8.9,c,c,47,34.8,76,56.3
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending during the first six months of the year,136,13,9.6,c,c,15,11,108,79.4
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending during the first six months of the year,277,130,46.9,10,7.7,76,27.4,71,25.6
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending during the first six months of the year,163,57,35,8,14,60,36.8,46,28.2
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,E08000016,Barnsley,Child Protection Plans ending during the first six months of the year,166,65,39.2,8,12.3,27,16.3,74,44.6
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,E08000032,Bradford,Child Protection Plans ending during the first six months of the year,282,60,21.3,13,21.7,89,31.6,133,47.2
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,E08000033,Calderdale,Child Protection Plans ending during the first six months of the year,133,50,37.6,14,28,19,14.3,64,48.1
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,E08000017,Doncaster,Child Protection Plans ending during the first six months of the year,194,59,30.4,8,13.6,51,26.3,84,43.3
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending during the first six months of the year,126,28,22.2,c,c,31,24.6,67,53.2
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,E06000010,Kingston upon Hull City of,Child Protection Plans ending during the first six months of the year,187,21,11.2,c,c,51,27.3,115,61.5
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,E08000034,Kirklees,Child Protection Plans ending during the first six months of the year,201,46,22.9,0,0,49,24.4,106,52.7
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,E08000035,Leeds,Child Protection Plans ending during the first six months of the year,465,218,46.9,32,14.7,91,19.6,156,33.5
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending during the first six months of the year,145,26,17.9,11,42.3,30,20.7,89,61.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,E06000013,North Lincolnshire,Child Protection Plans ending during the first six months of the year,69,24,34.8,c,c,10,14.5,35,50.7
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,E10000023,North Yorkshire,Child Protection Plans ending during the first six months of the year,254,103,40.6,18,17.5,29,11.4,122,48
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,E08000018,Rotherham,Child Protection Plans ending during the first six months of the year,294,98,33.3,9,9.2,72,24.5,124,42.2
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,E08000019,Sheffield,Child Protection Plans ending during the first six months of the year,200,53,26.5,c,c,54,27,93,46.5
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,E08000036,Wakefield,Child Protection Plans ending during the first six months of the year,237,100,42.2,17,17,37,15.6,98,41.4
2016,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,E06000014,York,Child Protection Plans ending during the first six months of the year,82,41,50,9,22,9,11,32,39
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans ending during the first six months of the year,196,81,41.3,c,c,49,25,66,33.7
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans ending during the first six months of the year,376,70,18.6,0,0,89,23.7,217,57.7
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans ending during the first six months of the year,219,50,22.8,16,32,34,15.5,135,61.6
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans ending during the first six months of the year,260,109,41.9,7,6.4,50,19.2,101,38.8
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans ending during the first six months of the year,283,121,42.8,18,14.9,65,23,97,34.3
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans ending during the first six months of the year,534,161,30.1,0,0,158,29.6,215,40.3
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans ending during the first six months of the year,433,185,42.7,0,0,54,12.5,194,44.8
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans ending during the first six months of the year,437,183,41.9,10,5.5,83,19,171,39.1
2016,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans ending during the first six months of the year,c,c,c,0,0,0,0,c,c
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans ending during the first six months of the year,909,413,45.4,c,c,201,22.1,295,32.5
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans ending during the first six months of the year,384,127,33.1,19,15,94,24.5,163,42.4
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans ending during the first six months of the year,214,52,24.3,0,0,29,13.6,133,62.1
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,Herefordshire,Child Protection Plans ending during the first six months of the year,121,56,46.3,0,0,0,0,65,53.7
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans ending during the first six months of the year,236,84,35.6,c,c,79,33.5,73,30.9
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans ending during the first six months of the year,130,26,20,0,0,43,33.1,61,46.9
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans ending during the first six months of the year,109,53,48.6,c,c,11,10.1,45,41.3
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans ending during the first six months of the year,319,58,18.2,15,25.9,108,33.9,153,48
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans ending during the first six months of the year,140,24,17.1,c,c,38,27.1,78,55.7
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans ending during the first six months of the year,53,21,39.6,7,33.3,6,11.3,26,49.1
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans ending during the first six months of the year,247,57,23.1,13,22.8,61,24.7,129,52.2
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans ending during the first six months of the year,275,80,29.1,c,c,48,17.5,147,53.5
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans ending during the first six months of the year,218,99,45.4,0,0,46,21.1,73,33.5
2016,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans ending during the first six months of the year,212,68,32.1,c,c,42,19.8,102,48.1
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans ending during the first six months of the year,92,14,15.2,c,c,16,17.4,62,67.4
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans ending during the first six months of the year,260,43,16.5,c,c,72,27.7,145,55.8
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans ending during the first six months of the year,115,19,16.5,c,c,21,18.3,75,65.2
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans ending during the first six months of the year,332,106,31.9,32,30.2,102,30.7,124,37.3
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans ending during the first six months of the year,506,136,26.9,46,33.8,142,28.1,228,45.1
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans ending during the first six months of the year,185,54,29.2,c,c,53,28.6,78,42.2
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans ending during the first six months of the year,447,131,29.3,c,c,60,13.4,255,57
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans ending during the first six months of the year,168,54,32.1,19,35.2,50,29.8,64,38.1
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans ending during the first six months of the year,94,19,20.2,7,36.8,15,16,60,63.8
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans ending during the first six months of the year,331,74,22.4,c,c,111,33.5,146,44.1
2016,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans ending during the first six months of the year,130,26,20,8,30.8,40,30.8,64,49.2
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans ending during the first six months of the year,82,10,12.2,c,c,21,25.6,51,62.2
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans ending during the first six months of the year,156,49,31.4,0,0,26,16.7,81,51.9
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Child Protection Plans ending during the first six months of the year,219,69,31.5,c,c,53,24.2,97,44.3
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans ending during the first six months of the year,232,43,18.5,c,c,45,19.4,144,62.1
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans ending during the first six months of the year,824,258,31.3,8,3.1,206,25,360,43.7
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans ending during the first six months of the year,143,31,21.7,0,0,61,42.7,51,35.7
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans ending during the first six months of the year,780,253,32.4,27,10.7,292,37.4,235,30.1
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans ending during the first six months of the year,246,25,10.2,10,40,55,22.4,166,67.5
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans ending during the first six months of the year,30,c,c,c,c,c,c,23,76.7
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans ending during the first six months of the year,310,55,17.7,25,45.5,57,18.4,198,63.9
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans ending during the first six months of the year,111,26,23.4,7,26.9,30,27,55,49.5
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans ending during the first six months of the year,131,16,12.2,9,56.3,25,19.1,88,67.2
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans ending during the first six months of the year,177,41,23.2,9,22,68,38.4,68,38.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans ending during the first six months of the year,304,33,10.9,0,0,60,19.7,211,69.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans ending during the first six months of the year,586,285,48.6,12,4.2,83,14.2,218,37.2
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans ending during the first six months of the year,86,18,20.9,c,c,31,36,37,43
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans ending during the first six months of the year,275,79,28.7,15,19,30,10.9,166,60.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans ending during the first six months of the year,51,c,c,6,6,c,c,42,82.4
2016,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans ending during the first six months of the year,33,6,18.2,0,0,9,27.3,18,54.5
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans ending during the first six months of the year,50,c,c,c,c,c,c,38,76
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Child Protection Plans ending during the first six months of the year,143,19,13.3,0,0,28,19.6,96,67.1
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Child Protection Plans ending during the first six months of the year,245,73,29.8,11,15.1,47,19.2,125,51
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans ending during the first six months of the year,201,70,34.8,6,8.6,38,18.9,93,46.3
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans ending during the first six months of the year,302,84,27.8,10,11.9,71,23.5,147,48.7
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Child Protection Plans ending during the first six months of the year,234,79,33.8,9,11.4,60,25.6,95,40.6
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans ending during the first six months of the year,277,68,24.5,6,8.8,78,28.2,131,47.3
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles Of Scilly,Child Protection Plans ending during the first six months of the year,c,c,c,0,0,0,0,c,c
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans ending during the first six months of the year,75,11,14.7,c,c,25,33.3,39,52
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans ending during the first six months of the year,302,130,43,0,0,55,18.2,117,38.7
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Child Protection Plans ending during the first six months of the year,88,20,22.7,0,0,29,33,39,44.3
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans ending during the first six months of the year,381,104,27.3,14,13.5,75,19.7,202,53
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans ending during the first six months of the year,93,32,34.4,7,21.9,16,17.2,45,48.4
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans ending during the first six months of the year,133,13,9.8,c,c,27,20.3,93,69.9
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans ending during the first six months of the year,124,60,48.4,0,0,19,15.3,45,36.3
2016,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans ending during the first six months of the year,232,52,22.4,c,c,66,28.4,114,49.1
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans ending during the first six months of the year,121,33,27.3,15,45.5,23,19,65,53.7
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans ending during the first six months of the year,c,c,c,c,c,c,c,0,0
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans ending during the first six months of the year,145,11,7.6,10,90.9,9,6.2,125,86.2
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans ending during the first six months of the year,110,31,28.2,0,0,20,18.2,59,53.6
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans ending during the first six months of the year,194,80,41.2,13,16.3,60,30.9,54,27.8
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans ending during the first six months of the year,99,10,10.1,c,c,8,8.1,81,81.8
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans ending during the first six months of the year,33,c,c,c,c,c,c,23,69.7
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans ending during the first six months of the year,197,25,12.7,6,24,75,38.1,97,49.2
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans ending during the first six months of the year,204,51,25,20,39.2,53,26,100,49
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans ending during the first six months of the year,202,59,29.2,c,c,53,26.2,90,44.6
2016,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans ending during the first six months of the year,174,16,9.2,c,c,38,21.8,120,69
