time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,population_count,population_estimate,number,rate_per_10000
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children ceasing to be looked after each year,59847,209,35
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children looked after at 31 March each year,59847,403,67
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children starting to be looked after each year,59847,179,30
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children ceasing to be looked after each year,42424,137,32
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children looked after at 31 March each year,42424,365,86
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children starting to be looked after each year,42424,186,44
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children ceasing to be looked after each year,28923,58,20
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children looked after at 31 March each year,28923,106,37
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children starting to be looked after each year,28923,68,24
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children ceasing to be looked after each year,62085,159,26
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children looked after at 31 March each year,62085,361,58
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children starting to be looked after each year,62085,167,27
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children ceasing to be looked after each year,68561,229,33
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children looked after at 31 March each year,68561,472,69
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children starting to be looked after each year,68561,214,31
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children ceasing to be looked after each year,86068,195,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children looked after at 31 March each year,86068,411,48
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children starting to be looked after each year,86068,220,26
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children ceasing to be looked after each year,65302,222,34
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children looked after at 31 March each year,65302,458,70
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children starting to be looked after each year,65302,204,31
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children ceasing to be looked after each year,72290,169,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children looked after at 31 March each year,72290,307,42
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children starting to be looked after each year,72290,146,20
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children ceasing to be looked after each year,64462,187,29
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children looked after at 31 March each year,64462,277,43
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children starting to be looked after each year,64462,153,24
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children ceasing to be looked after each year,48791,137,28
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children looked after at 31 March each year,48791,220,45
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children starting to be looked after each year,48791,146,30
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children ceasing to be looked after each year,63547,198,31
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children looked after at 31 March each year,63547,402,63
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children starting to be looked after each year,63547,180,28
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children ceasing to be looked after each year,93672,179,19
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children looked after at 31 March each year,93672,327,35
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children starting to be looked after each year,93672,190,20
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children ceasing to be looked after each year,57087,136,24
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children looked after at 31 March each year,57087,221,39
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children starting to be looked after each year,57087,122,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children ceasing to be looked after each year,77687,172,22
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children looked after at 31 March each year,77687,299,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children starting to be looked after each year,77687,170,22
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children ceasing to be looked after each year,74982,148,20
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children looked after at 31 March each year,74982,330,44
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children starting to be looked after each year,74982,122,16
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children ceasing to be looked after each year,94931,392,41
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children looked after at 31 March each year,94931,791,83
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children starting to be looked after each year,94931,362,38
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children ceasing to be looked after each year,82172,209,25
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children looked after at 31 March each year,82172,332,40
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children starting to be looked after each year,82172,187,23
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children ceasing to be looked after each year,84309,236,28
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children looked after at 31 March each year,84309,372,44
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children starting to be looked after each year,84309,230,27
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children ceasing to be looked after each year,69047,191,28
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children looked after at 31 March each year,69047,461,67
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children starting to be looked after each year,69047,169,24
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children ceasing to be looked after each year,59375,130,22
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children looked after at 31 March each year,59375,186,31
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children starting to be looked after each year,59375,139,23
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children ceasing to be looked after each year,58361,138,24
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children looked after at 31 March each year,58361,232,40
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children starting to be looked after each year,58361,123,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children ceasing to be looked after each year,74077,199,27
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children looked after at 31 March each year,74077,337,45
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children starting to be looked after each year,74077,209,28
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children ceasing to be looked after each year,65232,155,24
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children looked after at 31 March each year,65232,269,41
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children starting to be looked after each year,65232,143,22
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children ceasing to be looked after each year,39528,75,19
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children looked after at 31 March each year,39528,125,32
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children starting to be looked after each year,39528,67,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children ceasing to be looked after each year,47409,87,18
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children looked after at 31 March each year,47409,154,32
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,Merton,E09000024,Children starting to be looked after each year,47409,82,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children ceasing to be looked after each year,76247,130,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children looked after at 31 March each year,76247,237,31
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,Redbridge,E09000026,Children starting to be looked after each year,76247,132,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children ceasing to be looked after each year,45865,67,15
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children looked after at 31 March each year,45865,122,27
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,Richmond upon Thames,E09000027,Children starting to be looked after each year,45865,72,16
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children ceasing to be looked after each year,48463,122,25
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children looked after at 31 March each year,48463,234,48
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,Sutton,E09000029,Children starting to be looked after each year,48463,120,25
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children ceasing to be looked after each year,66757,155,23
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children looked after at 31 March each year,66757,304,46
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,Waltham Forest,E09000031,Children starting to be looked after each year,66757,168,25
2019,Reporting year,National,E92000001,England,,,,,,Children ceasing to be looked after each year,11954620,29570,25
2019,Reporting year,National,E92000001,England,,,,,,Children looked after at 31 March each year,11954620,78140,65
2019,Reporting year,National,E92000001,England,,,,,,Children starting to be looked after each year,11954620,31780,27
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children ceasing to be looked after each year,529680,2130,40
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after at 31 March each year,529680,5340,101
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children starting to be looked after each year,529680,2410,45
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children ceasing to be looked after each year,1553150,4640,30
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after at 31 March each year,1553150,14660,94
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children starting to be looked after each year,1553150,5150,33
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children ceasing to be looked after each year,1165390,2840,24
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after at 31 March each year,1165390,8570,74
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children starting to be looked after each year,1165390,3180,27
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children ceasing to be looked after each year,996350,2180,22
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after at 31 March each year,996350,5850,59
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children starting to be looked after each year,996350,2360,24
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children ceasing to be looked after each year,1292340,2990,23
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after at 31 March each year,1292340,10560,82
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children starting to be looked after each year,1292340,3450,27
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children ceasing to be looked after each year,1335880,2770,21
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after at 31 March each year,1335880,6740,50
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children starting to be looked after each year,1335880,2930,22
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children ceasing to be looked after each year,2022020,5450,27
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children looked after at 31 March each year,2022020,10020,50
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children starting to be looked after each year,2022020,5480,27
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children ceasing to be looked after each year,1957500,4160,21
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children looked after at 31 March each year,1957500,10270,52
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children starting to be looked after each year,1957500,4360,22
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children ceasing to be looked after each year,1102320,2410,22
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children looked after at 31 March each year,1102320,6140,56
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children starting to be looked after each year,1102320,2470,22
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children ceasing to be looked after each year,749200,2420,32
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children looked after at 31 March each year,749200,4220,56
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children starting to be looked after each year,749200,2340,31
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children ceasing to be looked after each year,1272830,3030,24
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children looked after at 31 March each year,1272830,5800,46
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children starting to be looked after each year,1272830,3140,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children ceasing to be looked after each year,20006,106,53
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children looked after at 31 March each year,20006,285,142
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children starting to be looked after each year,20006,111,55
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children ceasing to be looked after each year,32513,152,47
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children looked after at 31 March each year,32513,518,159
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children starting to be looked after each year,32513,205,63
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children ceasing to be looked after each year,27626,112,41
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after at 31 March each year,27626,297,108
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children starting to be looked after each year,27626,120,43
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children ceasing to be looked after each year,43521,110,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after at 31 March each year,43521,500,115
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children starting to be looked after each year,43521,142,33
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children ceasing to be looked after each year,22454,86,38
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after at 31 March each year,22454,264,118
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children starting to be looked after each year,22454,134,60
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children ceasing to be looked after each year,101040,348,34
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children looked after at 31 March each year,101040,845,84
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children starting to be looked after each year,101040,388,38
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children ceasing to be looked after each year,59011,165,28
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children looked after at 31 March each year,59011,370,63
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Children starting to be looked after each year,59011,148,25
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children ceasing to be looked after each year,58056,270,47
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children looked after at 31 March each year,58056,678,117
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Children starting to be looked after each year,58056,374,64
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children ceasing to be looked after each year,41360,117,28
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children looked after at 31 March each year,41360,308,74
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Children starting to be looked after each year,41360,141,34
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children ceasing to be looked after each year,29920,135,45
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children looked after at 31 March each year,29920,306,102
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Children starting to be looked after each year,29920,120,40
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children ceasing to be looked after each year,54563,348,64
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children looked after at 31 March each year,54563,594,109
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Children starting to be looked after each year,54563,358,66
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children ceasing to be looked after each year,39605,185,47
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children looked after at 31 March each year,39605,379,96
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Children starting to be looked after each year,39605,166,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children ceasing to be looked after each year,28617,58,20
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children looked after at 31 March each year,28617,265,93
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Children starting to be looked after each year,28617,61,21
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children ceasing to be looked after each year,44484,132,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children looked after at 31 March each year,44484,385,87
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Children starting to be looked after each year,44484,114,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children ceasing to be looked after each year,38481,146,38
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children looked after at 31 March each year,38481,400,104
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Children starting to be looked after each year,38481,172,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children ceasing to be looked after each year,28904,165,57
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children looked after at 31 March each year,28904,568,197
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Children starting to be looked after each year,28904,196,68
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children ceasing to be looked after each year,76523,146,19
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children looked after at 31 March each year,76523,485,63
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Children starting to be looked after each year,76523,155,20
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children ceasing to be looked after each year,68054,133,20
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children looked after at 31 March each year,68054,477,70
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Children starting to be looked after each year,68054,121,18
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children ceasing to be looked after each year,67670,179,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children looked after at 31 March each year,67670,644,95
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Children starting to be looked after each year,67670,200,30
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children ceasing to be looked after each year,43142,125,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children looked after at 31 March each year,43142,335,78
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Children starting to be looked after each year,43142,123,29
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children ceasing to be looked after each year,121962,497,41
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children looked after at 31 March each year,121962,1290,106
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Children starting to be looked after each year,121962,520,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children ceasing to be looked after each year,59416,239,40
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children looked after at 31 March each year,59416,512,86
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Children starting to be looked after each year,59416,198,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children ceasing to be looked after each year,52689,134,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children looked after at 31 March each year,52689,568,108
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Children starting to be looked after each year,52689,205,39
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children ceasing to be looked after each year,56566,188,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children looked after at 31 March each year,56566,583,103
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Children starting to be looked after each year,56566,193,34
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children ceasing to be looked after each year,63141,162,26
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children looked after at 31 March each year,63141,361,57
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,Stockport,E08000007,Children starting to be looked after each year,63141,159,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children ceasing to be looked after each year,50223,210,42
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children looked after at 31 March each year,50223,664,132
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,Tameside,E08000008,Children starting to be looked after each year,50223,249,50
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children ceasing to be looked after each year,56087,126,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children looked after at 31 March each year,56087,416,74
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,Trafford,E08000009,Children starting to be looked after each year,56087,157,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children ceasing to be looked after each year,68388,186,27
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children looked after at 31 March each year,68388,448,66
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,Wigan,E08000010,Children starting to be looked after each year,68388,151,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children ceasing to be looked after each year,33477,93,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children looked after at 31 March each year,33477,301,90
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,Knowsley,E08000011,Children starting to be looked after each year,33477,103,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children ceasing to be looked after each year,94902,389,41
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children looked after at 31 March each year,94902,1331,140
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,Liverpool,E08000012,Children starting to be looked after each year,94902,525,55
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children ceasing to be looked after each year,36785,103,28
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children looked after at 31 March each year,36785,466,127
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,Children starting to be looked after each year,36785,126,34
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children ceasing to be looked after each year,53833,132,25
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children looked after at 31 March each year,53833,527,98
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,Children starting to be looked after each year,53833,175,33
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children ceasing to be looked after each year,67576,212,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children looked after at 31 March each year,67576,832,123
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Children starting to be looked after each year,67576,208,31
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children ceasing to be looked after each year,92500,208,22
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children looked after at 31 March each year,92500,683,74
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Children starting to be looked after each year,92500,219,24
