time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2019,Reporting year,National,E92000001,England,Age,16 years and over,Standards of care concern,90,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,All Placements,8360,15
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Allegation (s47),100,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Approval removed,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement end other than due to childs behaviour,550,7
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement ends due to childs behaviour,720,9
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Change in the status of a placement only,1880,22
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Change to/Implementation of care plan,2720,33
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Child requests placement to end,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Custody,c,c
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Other,1800,22
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Resignation or closure of provision,60,1
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Responsible/Area authority requests placement to end,250,3
2019,Reporting year,National,E92000001,England,Age,5 to 9 years,Standards of care concern,160,2
2019,Reporting year,National,E92000001,England,Age,Total,All Placements,56530,100
2019,Reporting year,National,E92000001,England,Age,Total,Allegation (s47),430,1
2019,Reporting year,National,E92000001,England,Age,Total,Approval removed,300,1
2019,Reporting year,National,E92000001,England,Age,Total,Carer requests placement end other than due to childs behaviour,3030,5
2019,Reporting year,National,E92000001,England,Age,Total,Carer requests placement ends due to childs behaviour,6350,11
2019,Reporting year,National,E92000001,England,Age,Total,Change in the status of a placement only,9090,16
2019,Reporting year,National,E92000001,England,Age,Total,Change to/Implementation of care plan,19010,34
2019,Reporting year,National,E92000001,England,Age,Total,Child requests placement to end,2320,4
2019,Reporting year,National,E92000001,England,Age,Total,Custody,160,~
2019,Reporting year,National,E92000001,England,Age,Total,Other,13230,23
2019,Reporting year,National,E92000001,England,Age,Total,Resignation or closure of provision,510,1
2019,Reporting year,National,E92000001,England,Age,Total,Responsible/Area authority requests placement to end,1440,3
2019,Reporting year,National,E92000001,England,Age,Total,Standards of care concern,670,1
2019,Reporting year,National,E92000001,England,Age,Under 1 year,All Placements,5880,10
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Allegation (s47),20,~
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Approval removed,30,~
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement end other than due to childs behaviour,220,4
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Carer requests placement ends due to childs behaviour,30,~
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Change in the status of a placement only,910,15
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Change to/Implementation of care plan,2980,51
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Child requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Custody,0,0
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Other,1490,25
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Resignation or closure of provision,30,1
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Responsible/Area authority requests placement to end,130,2
2019,Reporting year,National,E92000001,England,Age,Under 1 year,Standards of care concern,40,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,All Placements,35170,62
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Allegation (s47),300,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Approval removed,180,~
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement end other than due to childs behaviour,1900,5
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Carer requests placement ends due to childs behaviour,3620,10
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,6130,17
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,11980,34
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1230,3
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,70,~
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,8160,23
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Resignation or closure of provision,300,1
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Responsible/Area authority requests placement to end,880,2
2019,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Standards of care concern,440,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,All Placements,1020,2
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Allegation (s47),10,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Approval removed,10,1
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement end other than due to childs behaviour,50,5
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement ends due to childs behaviour,140,14
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change in the status of a placement only,180,18
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change to/Implementation of care plan,290,28
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Child requests placement to end,20,2
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Custody,c,c
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Other,240,24
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Resignation or closure of provision,30,3
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Responsible/Area authority requests placement to end,30,3
2019,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Standards of care concern,20,2
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,All Placements,1500,3
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Allegation (s47),10,~
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Approval removed,c,c
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement end other than due to childs behaviour,80,5
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement ends due to childs behaviour,100,7
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change in the status of a placement only,300,20
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change to/Implementation of care plan,570,38
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,50,3
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,c,c
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,330,22
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,20,1
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2019,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,20,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,4830,9
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),40,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,30,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to childs behaviour,270,6
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to childs behaviour,760,16
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,610,13
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1500,31
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,260,5
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,20,~
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1130,23
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,40,1
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,130,3
2019,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,50,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,9010,16
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),60,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,70,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to childs behaviour,520,6
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to childs behaviour,1220,14
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1300,14
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,2910,32
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,400,4
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,40,~
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,2070,23
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,80,1
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,240,3
2019,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,110,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,1200,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),c,c
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,10,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to childs behaviour,60,5
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to childs behaviour,190,16
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,120,10
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,390,32
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,70,5
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,30,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,300,25
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,10,1
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,20,2
2019,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,~
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,80,~
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to childs behaviour,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to childs behaviour,10,11
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,12
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,30,38
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,20,26
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,0,0
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,0,0
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,All Placements,3720,7
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Allegation (s47),c,c
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Approval removed,10,~
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement end other than due to childs behaviour,140,4
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement ends due to childs behaviour,310,8
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change in the status of a placement only,450,12
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change to/Implementation of care plan,1360,36
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Child requests placement to end,300,8
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Custody,c,c
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Other,970,26
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Resignation or closure of provision,40,1
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Responsible/Area authority requests placement to end,100,3
2019,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Standards of care concern,30,1
2019,Reporting year,National,E92000001,England,Category of need,Total,All Placements,56530,100
2019,Reporting year,National,E92000001,England,Category of need,Total,Allegation (s47),430,1
2019,Reporting year,National,E92000001,England,Category of need,Total,Approval removed,300,1
2019,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement end other than due to childs behaviour,3030,5
2019,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement ends due to childs behaviour,6350,11
2019,Reporting year,National,E92000001,England,Category of need,Total,Change in the status of a placement only,9090,16
2019,Reporting year,National,E92000001,England,Category of need,Total,Change to/Implementation of care plan,19010,34
2019,Reporting year,National,E92000001,England,Category of need,Total,Child requests placement to end,2320,4
2019,Reporting year,National,E92000001,England,Category of need,Total,Custody,160,~
2019,Reporting year,National,E92000001,England,Category of need,Total,Other,13230,23
2019,Reporting year,National,E92000001,England,Category of need,Total,Resignation or closure of provision,510,1
2019,Reporting year,National,E92000001,England,Category of need,Total,Responsible/Area authority requests placement to end,1440,3
2019,Reporting year,National,E92000001,England,Category of need,Total,Standards of care concern,670,1
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,All Placements,9260,16
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Allegation (s47),20,~
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Approval removed,50,1
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement end other than due to childs behaviour,630,7
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement ends due to childs behaviour,810,9
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change in the status of a placement only,1030,11
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,3260,35
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,230,2
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,20,~
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,2830,31
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,50,~
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,300,3
2019,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,40,~
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,9700,17
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),60,1
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,60,1
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to childs behaviour,630,6
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to childs behaviour,1400,14
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1090,11
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,3110,32
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,370,4
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,40,~
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2500,26
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,60,1
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,290,3
2019,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,110,1
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,14090,25
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),100,1
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,110,1
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to childs behaviour,760,5
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to childs behaviour,1830,13
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,2000,14
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4820,34
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,620,4
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,60,~
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,3120,22
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,110,1
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,380,3
2019,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,190,1
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,10220,18
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),70,1
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,~
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to childs behaviour,440,4
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to childs behaviour,1010,10
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1680,16
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3860,38
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,440,4
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Custody,20,~
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Other,2150,21
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Resignation or closure of provision,120,1
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Responsible/Area authority requests placement to end,230,2
2019,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Standards of care concern,150,2
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,All Placements,7760,14
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Allegation (s47),70,1
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Approval removed,20,~
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement end other than due to childs behaviour,320,4
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement ends due to childs behaviour,720,9
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change in the status of a placement only,1740,22
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change to/Implementation of care plan,2640,34
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Child requests placement to end,370,5
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Custody,10,~
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Other,1570,20
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Resignation or closure of provision,90,1
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Responsible/Area authority requests placement to end,130,2
2019,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Standards of care concern,100,1
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,All Placements,2540,4
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Allegation (s47),30,1
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Approval removed,20,1
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement end other than due to childs behaviour,100,4
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement ends due to childs behaviour,260,10
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change in the status of a placement only,640,25
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change to/Implementation of care plan,720,28
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Child requests placement to end,120,5
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Custody,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Other,520,20
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Resignation or closure of provision,30,1
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Responsible/Area authority requests placement to end,60,2
2019,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Standards of care concern,40,2
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,All Placements,1690,3
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Allegation (s47),30,2
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Approval removed,10,~
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to childs behaviour,90,5
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to childs behaviour,190,11
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,480,29
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,380,22
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,90,5
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,320,19
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,40,2
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,30,2
2019,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,20,1
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,1120,2
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),30,3
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to childs behaviour,60,5
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to childs behaviour,120,11
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,380,34
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,200,18
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,60,6
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,200,18
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,20,2
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,20,2
2019,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,2
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,160,~
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to childs behaviour,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to childs behaviour,10,6
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,60,37
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,30,17
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,6
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,30,21
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,56530,100
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),430,1
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,300,1
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to childs behaviour,3030,5
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to childs behaviour,6350,11
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9090,16
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,19010,34
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2320,4
2019,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,160,~
