time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,19 to 21 years,Local authority in touch with care leaver,431,78
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,19 to 21 years,Local authority not in touch with care leaver,101,18
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,19 to 21 years,Total,551,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,19 to 21 years,Young person no longer requires services,10,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,850,Hampshire,E10000014,19 to 21 years,Young person refuses contact,9,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,17 to 18 years,Local authority in touch with care leaver,341,93
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,17 to 18 years,Local authority not in touch with care leaver,17,5
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,17 to 18 years,Total,368,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,19 to 21 years,Local authority in touch with care leaver,1177,85
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,19 to 21 years,Local authority not in touch with care leaver,131,9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,19 to 21 years,Total,1383,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,19 to 21 years,Young person no longer requires services,21,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,886,Kent,E10000016,19 to 21 years,Young person refuses contact,54,4
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,17 to 18 years,Local authority in touch with care leaver,100,93
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,17 to 18 years,Total,108,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,19 to 21 years,Local authority in touch with care leaver,244,84
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,19 to 21 years,Local authority not in touch with care leaver,18,6
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,19 to 21 years,Total,291,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,19 to 21 years,Young person no longer requires services,22,8
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,931,Oxfordshire,E10000025,19 to 21 years,Young person refuses contact,7,2
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,17 to 18 years,Local authority in touch with care leaver,154,89
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,17 to 18 years,Local authority not in touch with care leaver,16,9
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,17 to 18 years,Total,173,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,19 to 21 years,Local authority in touch with care leaver,418,81
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,19 to 21 years,Local authority not in touch with care leaver,88,17
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,19 to 21 years,Total,514,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,936,Surrey,E10000030,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,17 to 18 years,Local authority in touch with care leaver,136,96
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,17 to 18 years,Total,141,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,19 to 21 years,Local authority in touch with care leaver,333,90
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,19 to 21 years,Total,369,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,938,West Sussex,E10000032,19 to 21 years,Young person refuses contact,21,6
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,17 to 18 years,Local authority in touch with care leaver,29,94
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,17 to 18 years,Total,31,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,19 to 21 years,Local authority in touch with care leaver,74,94
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,19 to 21 years,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,800,Bath and North East Somerset,E06000022,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,17 to 18 years,Local authority in touch with care leaver,100,96
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,17 to 18 years,Total,104,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,19 to 21 years,Local authority in touch with care leaver,298,97
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,19 to 21 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,19 to 21 years,Total,306,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,19 to 21 years,Young person no longer requires services,8,3
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,801,"Bristol, City of",E06000023,19 to 21 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,17 to 18 years,Local authority in touch with care leaver,33,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,17 to 18 years,Local authority not in touch with care leaver,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,17 to 18 years,Total,33,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,19 to 21 years,Local authority in touch with care leaver,90,87
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,19 to 21 years,Local authority not in touch with care leaver,10,10
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,19 to 21 years,Total,103,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,17 to 18 years,Local authority in touch with care leaver,33,92
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,17 to 18 years,Total,36,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,19 to 21 years,Local authority in touch with care leaver,107,98
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,19 to 21 years,Total,109,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,17 to 18 years,Local authority in touch with care leaver,59,92
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,17 to 18 years,Total,64,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,19 to 21 years,Local authority in touch with care leaver,150,85
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,19 to 21 years,Local authority not in touch with care leaver,22,13
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,19 to 21 years,Total,176,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,17 to 18 years,Local authority in touch with care leaver,35,92
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,17 to 18 years,Total,38,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,19 to 21 years,Local authority in touch with care leaver,112,97
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,19 to 21 years,Total,116,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,17 to 18 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,17 to 18 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,17 to 18 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,17 to 18 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,17 to 18 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,19 to 21 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,19 to 21 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,19 to 21 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,19 to 21 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,19 to 21 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,17 to 18 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,17 to 18 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,17 to 18 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,17 to 18 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,17 to 18 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,19 to 21 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,19 to 21 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,19 to 21 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,19 to 21 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,19 to 21 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,17 to 18 years,Local authority in touch with care leaver,51,89
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,17 to 18 years,Local authority not in touch with care leaver,6,11
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,17 to 18 years,Total,57,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,19 to 21 years,Local authority in touch with care leaver,139,98
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,19 to 21 years,Total,142,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,17 to 18 years,Local authority in touch with care leaver,65,97
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,17 to 18 years,Total,67,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,19 to 21 years,Local authority in touch with care leaver,187,98
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,19 to 21 years,Total,191,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,19 to 21 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,17 to 18 years,Local authority in touch with care leaver,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,17 to 18 years,Local authority not in touch with care leaver,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,17 to 18 years,Total,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,17 to 18 years,Young person no longer requires services,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,17 to 18 years,Young person refuses contact,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,19 to 21 years,Local authority in touch with care leaver,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,19 to 21 years,Local authority not in touch with care leaver,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,19 to 21 years,Total,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,19 to 21 years,Young person no longer requires services,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,19 to 21 years,Young person refuses contact,0,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,17 to 18 years,Local authority in touch with care leaver,71,99
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,17 to 18 years,Total,72,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,19 to 21 years,Local authority in touch with care leaver,164,94
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,19 to 21 years,Local authority not in touch with care leaver,10,6
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,19 to 21 years,Total,175,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,17 to 18 years,Local authority in touch with care leaver,76,96
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,17 to 18 years,Total,79,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,17 to 18 years,Young person refuses contact,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,19 to 21 years,Local authority in touch with care leaver,147,88
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,19 to 21 years,Local authority not in touch with care leaver,18,11
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,19 to 21 years,Total,168,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,17 to 18 years,Local authority in touch with care leaver,70,99
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,17 to 18 years,Total,71,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,17 to 18 years,Young person no longer requires services,0,0
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,19 to 21 years,Local authority in touch with care leaver,165,90
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,19 to 21 years,Local authority not in touch with care leaver,12,7
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,19 to 21 years,Total,184,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,17 to 18 years,Local authority in touch with care leaver,100,78
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,17 to 18 years,Local authority not in touch with care leaver,27,21
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,17 to 18 years,Total,128,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,19 to 21 years,Local authority in touch with care leaver,229,74
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,19 to 21 years,Local authority not in touch with care leaver,79,26
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,19 to 21 years,Total,309,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,19 to 21 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,19 to 21 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,17 to 18 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,17 to 18 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,17 to 18 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,17 to 18 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,17 to 18 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,19 to 21 years,Local authority in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,19 to 21 years,Local authority not in touch with care leaver,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,19 to 21 years,Total,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,19 to 21 years,Young person no longer requires services,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,19 to 21 years,Young person refuses contact,z,z
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,17 to 18 years,Local authority in touch with care leaver,105,96
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,17 to 18 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,17 to 18 years,Total,109,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,17 to 18 years,Young person no longer requires services,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,17 to 18 years,Young person refuses contact,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,19 to 21 years,Local authority in touch with care leaver,226,93
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,19 to 21 years,Local authority not in touch with care leaver,c,c
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,19 to 21 years,Total,244,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,19 to 21 years,Young person no longer requires services,8,3
