time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2256,1309,217,85,124,402,50,c,18,c,48
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3104,2140,267,83,193,328,28,0,6,38,21
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1080,597,23,18,43,355,16,c,26,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1230,558,62,32,138,368,65,c,6,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,8250,4989,668,113,580,1704,58,12,124,c,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,3496,2246,68,70,165,707,83,c,91,c,55
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5170,2708,261,202,275,427,115,44,93,47,998
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2550,1172,223,52,72,604,46,c,15,c,363
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,1787,1174,335,24,111,108,14,0,14,0,7
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2401,1825,130,26,68,201,22,c,c,64,46
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,1861,671,159,50,247,630,79,c,22,c,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1859,1066,269,28,75,332,68,c,20,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,1843,792,117,58,232,537,35,c,26,31,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2761,2290,51,16,187,123,71,c,19,c,0
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1470,598,108,18,347,260,71,c,21,44,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1460,1126,37,16,80,137,19,c,21,16,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2103,1513,244,30,165,122,16,c,12,0,c
2017,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2862,2051,232,17,146,312,27,20,28,16,13
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1550,1064,137,16,72,180,c,c,6,25,45
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,3975,3214,252,18,236,156,12,32,43,12,0
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1380,1050,45,18,59,135,26,0,24,23,0
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2646,2112,181,24,109,174,16,c,26,c,0
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1894,1103,253,11,72,373,36,c,11,30,c
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3507,1928,197,75,224,874,22,15,34,138,0
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,3227,2354,324,25,84,254,48,10,28,9,91
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,6083,3608,249,93,256,346,140,28,130,0,1233
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,1975,1396,106,127,7,252,41,0,18,22,6
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,903,483,67,7,46,212,10,0,37,27,14
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2553,1742,388,19,237,96,13,0,31,27,0
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,2611,2090,117,27,128,176,20,c,13,37,c
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,4308,2182,411,c,354,724,74,315,106,94,c
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,2343,539,153,c,74,885,48,c,33,87,503
2017,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1248,718,92,62,175,101,32,c,12,55,c
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2742,2053,197,247,87,39,18,15,52,34,0
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5148,921,326,198,3123,388,45,10,71,54,12
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,2255,1456,37,50,261,285,54,c,61,c,30
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,3041,1519,350,138,229,373,36,9,84,47,256
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,4293,3696,226,31,104,87,7,0,99,16,27
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,5091,2095,386,120,149,1631,70,7,186,437,10
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,3239,1877,268,16,302,194,19,30,50,20,463
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4319,1028,141,122,402,1252,200,38,137,177,822
2017,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,240,138,21,c,20,34,c,0,13,9,c
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,8414,4837,515,153,821,532,204,c,250,c,1014
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3574,2930,122,25,115,258,34,11,44,35,0
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2551,1445,448,38,90,383,67,11,26,43,0
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1097,485,183,60,60,187,51,0,24,31,16
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,2500,1759,121,19,190,233,12,17,72,13,64
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1181,826,150,12,18,148,10,c,12,0,c
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1399,415,39,149,547,40,75,c,130,c,0
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,5418,1324,617,59,975,2086,16,6,159,129,47
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3752,1348,502,440,113,943,176,15,51,11,153
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1519,1253,112,16,39,59,17,c,20,0,c
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,2591,1290,154,75,210,675,110,15,33,9,20
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,3741,1219,382,31,402,901,96,c,208,c,472
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,3007,1685,150,72,185,724,61,15,33,31,51
2017,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,4067,2762,448,160,195,391,24,9,78,0,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1417,737,177,23,63,237,56,c,42,c,78
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,3266,2489,414,39,101,61,26,20,104,12,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1344,761,197,26,116,116,35,c,90,c,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,6769,4335,993,58,638,416,74,c,243,c,7
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5157,1716,976,378,511,1475,53,25,22,c,c
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,2125,1357,347,21,108,153,31,13,79,0,16
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4794,2589,336,92,535,901,83,8,92,32,126
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1772,1347,139,25,58,129,10,c,56,c,c
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1387,1201,102,10,23,17,9,9,14,c,c
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3501,2176,353,74,363,353,58,c,119,c,0
2017,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1788,1063,176,11,129,197,35,c,153,c,10
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,973,353,57,88,77,277,47,c,16,c,57
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,2166,1114,75,36,449,255,84,c,14,c,134
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary need at assessment,3306,1639,353,27,391,682,107,9,29,61,8
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3140,1343,182,32,418,419,42,11,64,38,591
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8713,1698,959,387,518,4898,63,27,158,c,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1247,429,142,49,36,573,c,c,8,0,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10005,2579,1048,111,1048,3730,205,11,1269,c,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,1776,1212,214,48,84,192,17,0,9,0,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,2024,834,399,156,270,217,50,c,93,c,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary need at assessment,4808,2321,413,391,518,800,143,18,149,55,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary need at assessment,1432,927,107,29,57,207,31,c,71,c,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary need at assessment,1781,1055,109,50,226,119,53,7,27,63,72
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary need at assessment,1212,709,169,55,75,88,37,9,40,30,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary need at assessment,2287,1674,173,28,192,141,22,c,49,0,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary need at assessment,6125,3119,828,44,726,937,113,c,336,21,c
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary need at assessment,984,311,125,26,175,285,15,0,37,10,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary need at assessment,4548,1846,311,205,327,174,c,c,198,59,1365
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary need at assessment,959,353,86,39,221,226,10,c,23,c,0
2017,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary need at assessment,667,193,157,30,50,56,6,c,16,c,158
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary need at assessment,1037,366,89,11,145,88,12,c,10,c,311
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Primary need at assessment,857,320,85,31,79,295,8,0,6,33,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,3600,1962,384,79,376,654,24,c,116,c,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,2924,1113,307,232,267,401,63,c,c,104,424
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,3842,1527,1278,82,320,358,20,7,33,142,75
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Primary need at assessment,2364,1087,111,50,221,783,40,c,71,0,c
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,3804,2864,103,28,182,481,17,c,117,c,6
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,32,c,c,0,c,0,0,0,0,8,18
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,1298,386,243,37,381,213,9,c,27,0,c
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,2194,1489,210,208,13,61,41,43,71,58,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,Primary need at assessment,974,160,74,14,90,548,22,0,19,47,0
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,3109,2178,269,172,240,132,c,c,28,57,17
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1509,533,302,26,385,233,12,0,14,c,c
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,1919,968,93,60,123,283,88,c,29,c,253
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1196,820,125,35,41,81,13,c,16,c,62
2017,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2699,1657,469,39,127,342,6,c,42,c,13
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,1756,789,252,115,170,231,46,12,132,9,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,55,10,c,c,7,c,c,0,24,0,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,3133,1516,183,258,428,298,234,42,106,49,19
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary need at assessment,1447,755,196,94,111,151,25,9,91,15,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2210,1203,107,92,250,157,69,42,94,13,183
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2103,1102,215,35,168,257,110,7,177,17,15
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,988,307,61,59,180,182,84,6,105,c,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,2793,960,204,121,451,264,100,23,105,58,507
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,2681,1645,437,47,100,251,50,27,120,c,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3154,1198,209,107,559,901,58,c,118,c,0
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2639,1241,346,153,304,324,96,c,142,17,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,2535,793,64,119,114,169,39,13,61,26,1137
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,2268,1169,239,213,262,212,30,c,71,53,c
2017,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,1698,460,204,99,141,390,34,c,110,c,250
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,2054,1240,53,75,110,376,84,18,92,6,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,1861,824,204,28,289,367,19,c,120,c,8
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1646,816,269,36,140,266,38,c,63,13,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,2364,1334,203,85,218,197,98,7,149,10,63
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,2294,1218,282,76,154,407,69,9,79,0,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,3708,1854,424,59,165,188,59,c,949,c,7
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,2337,1054,227,150,326,253,92,6,107,59,63
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,2481,1164,450,64,295,158,64,68,167,35,16
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,2799,1319,327,180,124,508,125,49,86,0,81
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1994,1024,196,155,165,232,103,13,106,0,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,1719,1023,179,16,87,122,131,c,50,109,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2393,1272,171,65,172,260,79,15,354,c,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1755,1214,181,17,87,112,15,c,125,0,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,755,362,77,30,96,95,9,0,86,0,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1342,633,90,47,176,271,22,9,87,7,0
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2246,1403,376,58,80,187,52,c,87,0,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,836,482,90,25,44,84,22,c,86,0,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1731,540,407,26,365,261,30,c,95,0,c
2017,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2298,1073,275,118,219,258,68,28,133,116,10
2016,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,393910,199580,37730,11440,34340,68410,7590,1910,11640,3410,16940
2016,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,23150,10530,2170,360,2690,5830,570,70,280,50,600
2016,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,57710,34240,4330,1200,4410,10210,960,140,700,210,1290
2016,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,38090,21300,3280,560,2000,5140,500,430,450,520,3100
2016,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,29080,13270,2360,850,2020,4600,450,120,780,760,3860
2016,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,45310,24040,4030,1310,4250,7190,1110,200,1020,400,1690
2016,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,38510,21020,4450,810,3280,6610,540,130,800,60,800
2016,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,69340,33030,6860,3010,7070,9030,1950,570,4450,520,2860
2016,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,57940,24870,6390,2060,5360,13510,1050,140,2580,360,1640
2016,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,34780,17290,3860,1280,3270,6290,450,110,580,540,1100
2016,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,30750,13380,2830,1660,3510,4480,900,290,1470,250,1970
2016,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,38590,19650,4020,1350,3560,4550,1050,280,2980,270,890
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,927,505,63,6,21,299,10,0,c,18,c
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,3523,1841,336,57,300,478,119,9,63,0,320
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1660,515,170,14,168,669,69,c,18,c,33
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1053,462,176,20,96,273,9,c,7,8,c
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2130,839,244,40,186,783,24,c,9,c,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2360,1113,246,56,229,317,107,11,63,0,218
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1462,703,110,10,210,394,c,c,28,0,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2900,1113,310,69,619,657,117,c,10,c,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1081,333,95,7,211,372,c,c,40,20,0
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1367,730,134,20,152,287,30,c,7,c,c
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2195,970,148,38,368,550,45,28,22,0,26
2016,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2493,1401,140,23,133,746,34,6,10,0,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1488,900,134,7,161,261,9,c,15,c,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,1889,1118,112,105,223,150,18,c,c,49,72
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2465,1707,140,43,181,302,30,6,56,0,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1705,1264,202,17,84,57,28,c,16,c,34
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2183,1269,85,41,554,191,11,c,29,c,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,2181,1235,200,74,146,423,34,c,12,c,54
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,3371,2274,403,52,206,316,55,c,c,34,26
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1177,587,25,13,50,439,19,c,20,c,20
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1492,577,125,36,171,495,73,9,6,0,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,10071,5948,666,144,622,2456,92,13,129,c,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,4129,2522,189,96,176,890,100,c,74,c,58
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,4962,2864,241,218,318,415,102,34,82,52,633
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,1877,864,159,26,53,473,25,0,c,c,270
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,1797,1171,313,26,123,121,24,c,16,c,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2306,1686,112,34,70,285,21,c,20,c,64
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,1925,466,186,40,208,949,50,c,24,0,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1799,1207,252,30,53,219,25,0,13,0,0
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,1974,828,129,72,169,679,39,c,c,13,30
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,1345,1012,66,20,84,95,39,c,19,7,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1531,579,74,25,369,310,81,c,86,0,c
2016,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1341,1020,54,12,75,131,25,0,19,c,c
