time_period,time_identifier,geographic_level,country_name,country_code,region_name,region_code,la_name,old_la_code,new_la_code,ReportGroup,Description,AllocatedDSGFunding,Plannedspend,Net
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),61.661746,65.80372804,-4.14198204
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,DSG Funding Allocation,Schools (after academy recoupment),175.133732,170.97127598,4.16245602
201920,Financial year,Local authority,England,E92000001,East Midlands,E12000004,Nottinghamshire,891,E10000024,DSG Funding Allocation,Total DSG,292.983781,292.453811,0.529969999999999
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Herefordshire,884,E06000019,DSG Funding Allocation,Central School Services,0.692815,0.555854,0.136961
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Herefordshire,884,E06000019,DSG Funding Allocation,Early Years,9.004392,9.224177,-0.219785
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Herefordshire,884,E06000019,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),13.063099,14.615281,-1.552182
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Herefordshire,884,E06000019,DSG Funding Allocation,Schools (after academy recoupment),56.819316,56.795316,0.024
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Herefordshire,884,E06000019,DSG Funding Allocation,Total DSG,79.579622,81.190628,-1.611006
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,DSG Funding Allocation,Central School Services,1.075324,0.920152,0.155172
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,DSG Funding Allocation,Early Years,12.239855,11.591199,0.648656
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),19.891707,21.745015,-1.853308
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,DSG Funding Allocation,Schools (after academy recoupment),62.934598,62.277525,0.657073
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Telford and Wrekin,894,E06000020,DSG Funding Allocation,Total DSG,96.141484,96.533891,-0.392407
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,DSG Funding Allocation,Central School Services,5.409,4.23420785,1.17479215
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,DSG Funding Allocation,Early Years,17.748174,16.88666116,0.86151284
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),27.754,37.01642561,-9.26242561
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,DSG Funding Allocation,Schools (after academy recoupment),30.597,30.34768037,0.24931963
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Stoke-on-Trent,861,E06000021,DSG Funding Allocation,Total DSG,81.508174,88.48497499,-6.97680099
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,DSG Funding Allocation,Central School Services,3.19048,3.2122547,-0.0217747
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,DSG Funding Allocation,Early Years,15.56462,16.12294972,-0.55832972
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),21.32432558,22.45150024,-1.12717466
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,DSG Funding Allocation,Schools (after academy recoupment),58.1110351,57.77165853,0.33937657
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Shropshire,893,E06000051,DSG Funding Allocation,Total DSG,98.19046068,99.55836319,-1.36790251
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,DSG Funding Allocation,Central School Services,18.0397751,17.73010941,0.30966569
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,DSG Funding Allocation,Early Years,89.75369338,90.88518586,-1.13149248
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),135.46721364,133.48741672,1.97979692
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,DSG Funding Allocation,Schools (after academy recoupment),393.32445312,394.26604221,-0.94158909
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Birmingham,330,E08000025,DSG Funding Allocation,Total DSG,636.58513524,636.3687542,0.21638104
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,DSG Funding Allocation,Central School Services,3.66172877,4.87843609,-1.21670732
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,DSG Funding Allocation,Early Years,21.80212957,21.57458432,0.22754525
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),34.55167269,35.57842678,-1.02675409
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,DSG Funding Allocation,Schools (after academy recoupment),96.75841428,97.5284024,-0.76998812
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Coventry,331,E08000026,DSG Funding Allocation,Total DSG,156.77394531,159.55984959,-2.78590428
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,DSG Funding Allocation,Central School Services,1.987914,1.661709,0.326205
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,DSG Funding Allocation,Early Years,17.948283,17.353524,0.594759
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),30.457896,37.067062,-6.609166
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,DSG Funding Allocation,Schools (after academy recoupment),96.154907,96.154907,0
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Dudley,332,E08000027,DSG Funding Allocation,Total DSG,146.549,152.237202,-5.688202
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,DSG Funding Allocation,Central School Services,2.00825608,2.00919529,-0.00093921
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,DSG Funding Allocation,Early Years,23.932726,23.31787535,0.61485065
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),41.091717,41.50264725,-0.41093025
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,DSG Funding Allocation,Schools (after academy recoupment),152.85271314,152.26725393,0.58545921
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Sandwell,333,E08000028,DSG Funding Allocation,Total DSG,219.88541222,219.09697182,0.7884404
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,DSG Funding Allocation,Central School Services,2.544105,2.544105,0
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,DSG Funding Allocation,Early Years,14.765625,14.667625,0.098
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),25.358648,31.397648,-6.039
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,DSG Funding Allocation,Schools (after academy recoupment),66.595028,66.588028,0.007
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Solihull,334,E08000029,DSG Funding Allocation,Total DSG,109.263406,115.197406,-5.934
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,DSG Funding Allocation,Central School Services,1.375432,1.350679,0.024753
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,DSG Funding Allocation,Early Years,21.220731,20.947287,0.273444
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),31.384998,35.679467,-4.294469
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,DSG Funding Allocation,Schools (after academy recoupment),102.401143,102.440311,-0.039168
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Walsall,335,E08000030,DSG Funding Allocation,Total DSG,156.382304,160.417744,-4.03544
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,DSG Funding Allocation,Central School Services,2.033,1.994216,0.038784
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,DSG Funding Allocation,Early Years,18.133,17.994065,0.138935
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),29.971,31.262043,-1.291043
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,DSG Funding Allocation,Schools (after academy recoupment),64.995,64.0944,0.9006
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Wolverhampton,336,E08000031,DSG Funding Allocation,Total DSG,115.132,115.344724,-0.212724
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,DSG Funding Allocation,Central School Services,5.759,6.6985,-0.9395
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,DSG Funding Allocation,Early Years,49.167,49.0356,0.1314
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),60.076,66.9785,-6.9025
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,DSG Funding Allocation,Schools (after academy recoupment),172.908,168.8378,4.0702
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Staffordshire,860,E10000028,DSG Funding Allocation,Total DSG,287.91,291.5504,-3.6404
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,DSG Funding Allocation,Central School Services,4.404673,4.164,0.240673
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,DSG Funding Allocation,Early Years,32.533796,30.686,1.847796
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),50.555611,57.899,-7.343389
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,DSG Funding Allocation,Schools (after academy recoupment),136.102053,135.91,0.192053
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Warwickshire,937,E10000031,DSG Funding Allocation,Total DSG,223.596133,228.659,-5.062867
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,DSG Funding Allocation,Central School Services,3.792977,3.792977,0
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,DSG Funding Allocation,Early Years,35.23848,35.23848,0
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),43.536088,4.356088,39.18
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,DSG Funding Allocation,Schools (after academy recoupment),125.804319,125.804319,0
201920,Financial year,Local authority,England,E92000001,West Midlands,E12000005,Worcestershire,885,E10000034,DSG Funding Allocation,Total DSG,208.371864,169.191864,39.18
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,DSG Funding Allocation,Central School Services,1.488745,1.686715,-0.19797
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,DSG Funding Allocation,Early Years,17.556477,17.83332,-0.276843
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),27.536833,27.719068,-0.182235
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,DSG Funding Allocation,Schools (after academy recoupment),44.545262,44.467876,0.077386
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Peterborough,874,E06000031,DSG Funding Allocation,Total DSG,91.127317,91.706979,-0.579662
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,DSG Funding Allocation,Central School Services,1.456221,1.456,0.000221
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,DSG Funding Allocation,Early Years,18.149885,18.218,-0.068115
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),28.119728,28.544,-0.424272
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,DSG Funding Allocation,Schools (after academy recoupment),102.889055,102.889055,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Luton,821,E06000032,DSG Funding Allocation,Total DSG,150.614889,151.107055,-0.492166
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,DSG Funding Allocation,Central School Services,1.747728,1.7134,0.034328
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,DSG Funding Allocation,Early Years,10.175443,10.12297,0.052473
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),12.414313,11.656789,0.757524
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,DSG Funding Allocation,Schools (after academy recoupment),22.652516,22.593715,0.058801
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Southend-on-Sea,882,E06000033,DSG Funding Allocation,Total DSG,46.99,46.086874,0.903126
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,DSG Funding Allocation,Central School Services,2.072905,1.889634,0.183271
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,DSG Funding Allocation,Early Years,12.209125,12.114572,0.094553
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),18.026416,20.029132,-2.002716
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,DSG Funding Allocation,Schools (after academy recoupment),10.873604,8.470712,2.402892
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Thurrock,883,E06000034,DSG Funding Allocation,Total DSG,43.18205,42.50405,0.678
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,DSG Funding Allocation,Central School Services,3.423653,3.36393697,0.05971603
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,DSG Funding Allocation,Early Years,11.315279,11.69808668,-0.38280768
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),17.147486,17.84278091,-0.69529491
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,DSG Funding Allocation,Schools (after academy recoupment),44.136,44.48019361,-0.34419361
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Bedford Borough,822,E06000055,DSG Funding Allocation,Total DSG,76.022418,77.38499817,-1.36258017
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,DSG Funding Allocation,Central School Services,1.274057,1.11882,0.155237
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,DSG Funding Allocation,Early Years,16.478102,16.04296,0.435142
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),24.293585,25.633157,-1.339572
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,DSG Funding Allocation,Schools (after academy recoupment),64.128057,63.554539,0.573518
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Central Bedfordshire,823,E06000056,DSG Funding Allocation,Total DSG,106.173801,106.349476,-0.175675
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,DSG Funding Allocation,Central School Services,8.110379,8.110379,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,DSG Funding Allocation,Early Years,37.286704,37.286704,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),57.501325,57.501325,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,DSG Funding Allocation,Schools (after academy recoupment),118.109136,118.109136,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Cambridgeshire,873,E10000003,DSG Funding Allocation,Total DSG,221.007544,221.007544,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,DSG Funding Allocation,Central School Services,12.189304,10.283048,1.906256
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,DSG Funding Allocation,Early Years,81.938246,78.768465,3.169781
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),114.016076,121.432373,-7.416297
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,DSG Funding Allocation,Schools (after academy recoupment),259.27574,259.27574,0
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Essex,881,E10000012,DSG Funding Allocation,Total DSG,467.419366,469.759626,-2.34026
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,DSG Funding Allocation,Central School Services,5.727245,6.879254,-1.152009
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,DSG Funding Allocation,Early Years,90.169355,88.276704,1.892651
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),105.765656,111.176772,-5.411116
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,DSG Funding Allocation,Schools (after academy recoupment),378.603963,383.240107,-4.636144
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Hertfordshire,919,E10000015,DSG Funding Allocation,Total DSG,580.266219,589.572837,-9.306618
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,DSG Funding Allocation,Central School Services,3.358215,3.289586,0.068629
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,DSG Funding Allocation,Early Years,42.230704,41.431545,0.799159
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),70.604638,87.901605,-17.296967
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,DSG Funding Allocation,Schools (after academy recoupment),151.109671,142.701066,8.408605
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Norfolk,926,E10000020,DSG Funding Allocation,Total DSG,267.303228,275.323802,-8.020574
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,DSG Funding Allocation,Central School Services,8.839,8.50081,0.33819
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,DSG Funding Allocation,Early Years,36.015,36.55451,-0.53951
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),47.45,58.037968,-10.587968
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,DSG Funding Allocation,Schools (after academy recoupment),115.203,115.277231,-0.074231
201920,Financial year,Local authority,England,E92000001,East of England,E12000006,Suffolk,935,E10000029,DSG Funding Allocation,Total DSG,207.507,218.370519,-10.863519
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,DSG Funding Allocation,Central School Services,0.7434,0.92675,-0.18335
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,DSG Funding Allocation,Early Years,17.2236,17.040206,0.183394
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),26.288,31.504974,-5.216974
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,DSG Funding Allocation,Schools (after academy recoupment),38.94,39.08855,-0.14855
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Medway,887,E06000035,DSG Funding Allocation,Total DSG,83.195,88.56048,-5.36548
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,DSG Funding Allocation,Central School Services,1.030137,0.99769364,0.03244336
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,DSG Funding Allocation,Early Years,7.455646,7.06268474,0.39296126
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),15.717892,18.75723223,-3.03934023
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,DSG Funding Allocation,Schools (after academy recoupment),47.660483,47.31193739,0.34854561
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Bracknell Forest,867,E06000036,DSG Funding Allocation,Total DSG,71.864158,74.129548,-2.26539
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,DSG Funding Allocation,Central School Services,0.97622595,1.04315914,-0.06693319
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,DSG Funding Allocation,Early Years,9.49112737,9.95165088,-0.46052351
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),18.6439,23.46519972,-4.82129972
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,DSG Funding Allocation,Schools (after academy recoupment),63.60185659,63.31743631,0.28442028
201920,Financial year,Local authority,England,E92000001,South East,E12000008,West Berkshire,869,E06000037,DSG Funding Allocation,Total DSG,92.71310991,97.77744605,-5.06433614
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,DSG Funding Allocation,Central School Services,1.33,1.290736,0.039264
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,DSG Funding Allocation,Early Years,12.407,12.462005,-0.055005
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),17.875,18.167357,-0.292357
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,DSG Funding Allocation,Schools (after academy recoupment),44.671,44.59388,0.07712
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Reading,870,E06000038,DSG Funding Allocation,Total DSG,76.283,76.513978,-0.230978
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,DSG Funding Allocation,Central School Services,0.65365013,0.897743,-0.24409287
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,DSG Funding Allocation,Early Years,14.16639568,14.27539568,-0.109
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),16.49822071,21.563696,-5.06547529
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,DSG Funding Allocation,Schools (after academy recoupment),35.70128436,35.70128436,0
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Slough,871,E06000039,DSG Funding Allocation,Total DSG,67.01955088,72.43811904,-5.41856816
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,DSG Funding Allocation,Central School Services,1.13284,0.982577,0.150263
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,DSG Funding Allocation,Early Years,9.606379,9.164006,0.442373
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),18.42018,19.530792,-1.110612
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,DSG Funding Allocation,Schools (after academy recoupment),34.8365,34.56064,0.27586
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Windsor and Maidenhead,868,E06000040,DSG Funding Allocation,Total DSG,63.995899,64.238015,-0.242116
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,DSG Funding Allocation,Central School Services,0.946,0.946,0
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,DSG Funding Allocation,Early Years,10.611,10.611,0
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),17.86,19.651,-1.791
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,DSG Funding Allocation,Schools (after academy recoupment),53.414,53.407,0.007
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Wokingham,872,E06000041,DSG Funding Allocation,Total DSG,82.831,84.615,-1.784
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,DSG Funding Allocation,Central School Services,1.465715,1.46124,0.004475
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,DSG Funding Allocation,Early Years,21.292799,21.469056,-0.176257
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),36.929091,37.480698,-0.551607
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,DSG Funding Allocation,Schools (after academy recoupment),82.462318,82.349122,0.113196
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Milton Keynes,826,E06000042,DSG Funding Allocation,Total DSG,142.149923,142.760116,-0.610193
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,DSG Funding Allocation,Central School Services,2.627,1.313792,1.313208
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,DSG Funding Allocation,Early Years,15.422,15.538161,-0.116161
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,DSG Funding Allocation,High Needs (after deductions for academy and post school high needs place funding),25.293,25.412127,-0.119127
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,DSG Funding Allocation,Schools (after academy recoupment),120.463,121.641122,-1.178122
201920,Financial year,Local authority,England,E92000001,South East,E12000008,Brighton and Hove,846,E06000043,DSG Funding Allocation,Total DSG,163.805,163.905202,-0.100202
