time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Education support staff (E03),528.79,598
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Premises staff (E04),102.44,116
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Administrative and clerical staff (E05),333.71,377
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Catering staff (E06),32.33,37
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Cost of other staff (E07),42.47,48
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Indirect employee expenses (E08),47.61,54
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Development and training (E09),19.06,22
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teacher insurance (E10),11.68,13
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Staff related insurance (E11),5.87,7
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Building maintenance and improvement (E12),88.74,100
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Grounds maintenance and improvement (E13),11.19,13
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Cleaning and caretaking (E14),56.84,64
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Water and sewerage (E15),13.68,15
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Energy (E16),76.42,86
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Rates (E17),81.34,92
201819,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Other occupation costs (E18),34.1,39
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),199.39,225
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,ICT learning resources (E20),64.09,72
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Exam fees (E21),74.78,85
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Administrative supplies (E22),62.59,71
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Other insurance premiums (E23),25.69,29
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Special facilities (E24),25.67,29
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Catering supplies (E25),90.2,102
201819,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Agency supply teaching staff (E26),93.32,105
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Bought in professional services – curriculum (E27),80.2,91
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",82.14,93
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",108.18,122
201819,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Total bought in professional services (E28a/b),190.33,215
201819,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Loan interest (E29),1.34,2
201819,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),17.11,19
201819,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school staff (E31),6.07,7
201819,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school costs (E32),5.61,6
201819,Financial year,National,England,E92000001,Secondary,Capital expenditure,Acquisition of land and existing buildings (CE01),0.68,1
201819,Financial year,National,England,E92000001,Secondary,Capital expenditure,"New construction, conversion and renovation (CE02)",32.53,37
201819,Financial year,National,England,E92000001,Secondary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",3.75,4
201819,Financial year,National,England,E92000001,Secondary,Capital expenditure,Information and communication technology (CE04),9.68,11
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supply staff costs,122.43,138
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total staff costs,3881.54,4386
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total premises costs,367.39,415
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total occupation costs,353.77,400
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supplies and services,671.37,759
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Community expenditure,11.68,13
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total expenditure,5204.57,5881
201819,Financial year,National,England,E92000001,Secondary,Total expenditure,Total net expenditure,5113.27,5778
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Teaching Staff (E01),673.46,8070
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teaching staff (E02),8.2,98
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Education support staff (E03),623.14,7467
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Premises staff (E04),37.33,447
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Administrative and clerical staff (E05),93.97,1126
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Catering staff (E06),8.07,97
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Cost of other staff (E07),35.52,426
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Indirect employee expenses (E08),18.24,219
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Development and training (E09),11.76,141
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teacher insurance (E10),7.12,85
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Staff related insurance (E11),4.46,53
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Building maintenance and improvement (E12),37.1,445
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Grounds maintenance and improvement (E13),3.89,47
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Cleaning and caretaking (E14),17.24,207
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Water and sewerage (E15),4.47,54
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Energy (E16),22.16,265
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Rates (E17),0.36,4
201819,Financial year,National,England,E92000001,Special,Premises related expenditure,Other occupation costs (E18),12.26,147
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),56.96,682
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,ICT learning resources (E20),16.97,203
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Exam fees (E21),2.32,28
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Administrative supplies (E22),18.48,221
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Other insurance premiums (E23),6.73,81
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Special facilities (E24),8.77,105
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Catering supplies (E25),26.11,313
201819,Financial year,National,England,E92000001,Special,Staff related expenditure,Agency supply teaching staff (E26),37.88,454
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Bought in professional services – curriculum (E27),48.11,576
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",40.88,490
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",9.74,117
201819,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Total bought in professional services (E28a/b),50.61,606
201819,Financial year,National,England,E92000001,Special,Finance related expenditure,Loan interest (E29),0.17,2
201819,Financial year,National,England,E92000001,Special,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),9.93,119
201819,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school staff (E31),1.78,21
201819,Financial year,National,England,E92000001,Special,Community expenditure,Community focused school costs (E32),0.87,10
201819,Financial year,National,England,E92000001,Special,Capital expenditure,Acquisition of land and existing buildings (CE01),0.06,1
201819,Financial year,National,England,E92000001,Special,Capital expenditure,"New construction, conversion and renovation (CE02)",13.76,165
201819,Financial year,National,England,E92000001,Special,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",2.54,30
201819,Financial year,National,England,E92000001,Special,Capital expenditure,Information and communication technology (CE04),3.04,36
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total supply staff costs,53.21,638
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total staff costs,1513.76,18138
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total premises costs,105.29,1262
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total occupation costs,80.15,960
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total supplies and services,193.45,2318
201819,Financial year,National,England,E92000001,Special,Total expenditure,Community expenditure,2.65,32
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total expenditure,1894.49,22700
201819,Financial year,National,England,E92000001,Special,Total expenditure,Total net expenditure,1878.55,22509
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Teaching Staff (E01),10902.16,2776
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teaching staff (E02),110.86,28
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Education support staff (E03),4285.62,1091
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Premises staff (E04),517.13,132
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Administrative and clerical staff (E05),1223.55,312
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Catering staff (E06),111.79,28
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Cost of other staff (E07),493.72,126
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Indirect employee expenses (E08),168.89,43
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Development and training (E09),114.14,29
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Supply teacher insurance (E10),108.28,28
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Staff related insurance (E11),39.85,10
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Building maintenance and improvement (E12),377.76,96
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Grounds maintenance and improvement (E13),61.83,16
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Cleaning and caretaking (E14),249.22,63
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Water and sewerage (E15),69.84,18
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Energy (E16),304.53,78
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Rates (E17),295.39,75
201920,Financial year,National,England,E92000001,All LA maintained schools,Premises related expenditure,Other occupation costs (E18),120.09,31
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),881.35,224
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,ICT learning resources (E20),249.74,64
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Exam fees (E21),74.44,19
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Administrative supplies (E22),239.77,61
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Other insurance premiums (E23),119.34,30
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Special facilities (E24),98.17,25
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Catering supplies (E25),790.37,201
201920,Financial year,National,England,E92000001,All LA maintained schools,Staff related expenditure,Agency supply teaching staff (E26),410.73,105
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Bought in professional services – curriculum (E27),494.63,126
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",474.86,121
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",154.08,39
201920,Financial year,National,England,E92000001,All LA maintained schools,Supplies and services expenditure,Total bought in professional services (E28a/b),628.94,160
201920,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Loan interest (E29),2.86,1
201920,Financial year,National,England,E92000001,All LA maintained schools,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),77.43,20
201920,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school staff (E31),86.67,22
201920,Financial year,National,England,E92000001,All LA maintained schools,Community expenditure,Community focused school costs (E32),29.99,8
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Acquisition of land and existing buildings (CE01),3.49,1
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"New construction, conversion and renovation (CE02)",195.41,50
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",20.92,5
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital expenditure,Information and communication technology (CE04),66.21,17
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supply staff costs,629.86,160
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total staff costs,17857.79,4547
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total premises costs,1360.02,346
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total occupation costs,1811.35,461
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total supplies and services,2568.88,654
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Community expenditure,116.66,30
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total expenditure,23661.65,6024
201920,Financial year,National,England,E92000001,All LA maintained schools,Total expenditure,Total net expenditure,23228.69,5914
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Teaching Staff (E01),70.36,2481
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teaching staff (E02),0.86,30
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Education support staff (E03),103.41,3646
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Premises staff (E04),6.44,227
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Administrative and clerical staff (E05),21.45,756
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Catering staff (E06),1.32,47
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Cost of other staff (E07),8.18,289
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Indirect employee expenses (E08),2.75,97
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Development and training (E09),1.54,54
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Supply teacher insurance (E10),0.83,29
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Staff related insurance (E11),0.73,26
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Building maintenance and improvement (E12),4.14,146
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Grounds maintenance and improvement (E13),0.87,31
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Cleaning and caretaking (E14),3.98,140
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Water and sewerage (E15),0.8,28
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Energy (E16),3.08,109
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Rates (E17),5.1,180
201920,Financial year,National,England,E92000001,Nursery,Premises related expenditure,Other occupation costs (E18),2.14,76
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),4.82,170
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,ICT learning resources (E20),1.71,60
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Exam fees (E21),low,low
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Administrative supplies (E22),3.05,107
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Other insurance premiums (E23),1.3,46
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Special facilities (E24),0.98,35
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Catering supplies (E25),3.54,125
201920,Financial year,National,England,E92000001,Nursery,Staff related expenditure,Agency supply teaching staff (E26),3.23,114
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Bought in professional services – curriculum (E27),3.86,136
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",8.5,300
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",0.39,14
201920,Financial year,National,England,E92000001,Nursery,Supplies and services expenditure,Total bought in professional services (E28a/b),8.89,313
201920,Financial year,National,England,E92000001,Nursery,Finance related expenditure,Loan interest (E29),0.18,6
201920,Financial year,National,England,E92000001,Nursery,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),0.55,19
201920,Financial year,National,England,E92000001,Nursery,Community expenditure,Community focused school staff (E31),13.43,474
201920,Financial year,National,England,E92000001,Nursery,Community expenditure,Community focused school costs (E32),3.94,139
201920,Financial year,National,England,E92000001,Nursery,Capital expenditure,Acquisition of land and existing buildings (CE01),0.05,2
201920,Financial year,National,England,E92000001,Nursery,Capital expenditure,"New construction, conversion and renovation (CE02)",3.36,118
201920,Financial year,National,England,E92000001,Nursery,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",0.32,11
201920,Financial year,National,England,E92000001,Nursery,Capital expenditure,Information and communication technology (CE04),0.52,18
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total supply staff costs,4.92,173
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total staff costs,213.34,7522
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total premises costs,15.81,558
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total occupation costs,17.29,609
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total supplies and services,22.32,787
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Community expenditure,17.37,613
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total expenditure,286.91,10116
201920,Financial year,National,England,E92000001,Nursery,Total expenditure,Total net expenditure,270.26,9529
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Teaching Staff (E01),7217.62,2421
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Supply teaching staff (E02),84.94,28
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Education support staff (E03),2947.61,989
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Premises staff (E04),367.6,123
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Administrative and clerical staff (E05),763.12,256
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Catering staff (E06),70.06,23
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Cost of other staff (E07),406.6,136
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Indirect employee expenses (E08),99.67,33
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Development and training (E09),82.15,28
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Supply teacher insurance (E10),89.29,30
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Staff related insurance (E11),28.72,10
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Building maintenance and improvement (E12),241.71,81
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Grounds maintenance and improvement (E13),45.65,15
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Cleaning and caretaking (E14),169.44,57
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Water and sewerage (E15),52.36,18
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Energy (E16),198.9,67
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Rates (E17),212.7,71
201920,Financial year,National,England,E92000001,Primary,Premises related expenditure,Other occupation costs (E18),79.16,27
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),615.14,206
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,ICT learning resources (E20),164.65,55
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Exam fees (E21),0.02,0
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Administrative supplies (E22),154.73,52
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Other insurance premiums (E23),86.46,29
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Special facilities (E24),57.87,19
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Catering supplies (E25),670.05,225
201920,Financial year,National,England,E92000001,Primary,Staff related expenditure,Agency supply teaching staff (E26),261.11,88
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Bought in professional services – curriculum (E27),342.24,115
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",341.79,115
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",37.57,13
201920,Financial year,National,England,E92000001,Primary,Supplies and services expenditure,Total bought in professional services (E28a/b),379.37,127
201920,Financial year,National,England,E92000001,Primary,Finance related expenditure,Loan interest (E29),1.05,0
201920,Financial year,National,England,E92000001,Primary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),52.29,18
201920,Financial year,National,England,E92000001,Primary,Community expenditure,Community focused school staff (E31),65.13,22
201920,Financial year,National,England,E92000001,Primary,Community expenditure,Community focused school costs (E32),20.66,7
201920,Financial year,National,England,E92000001,Primary,Capital expenditure,Acquisition of land and existing buildings (CE01),2.56,1
201920,Financial year,National,England,E92000001,Primary,Capital expenditure,"New construction, conversion and renovation (CE02)",130.56,44
201920,Financial year,National,England,E92000001,Primary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",13.77,5
201920,Financial year,National,England,E92000001,Primary,Capital expenditure,Information and communication technology (CE04),48.21,16
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total supply staff costs,435.35,146
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total staff costs,11980.85,4018
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total premises costs,861.97,289
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total occupation costs,1369.69,459
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total supplies and services,1656.16,555
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Community expenditure,85.8,29
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total expenditure,15975.81,5358
201920,Financial year,National,England,E92000001,Primary,Total expenditure,Total net expenditure,15659.48,5252
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Teaching Staff (E01),165.26,10740
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Supply teaching staff (E02),3.61,235
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Education support staff (E03),69.98,4548
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Premises staff (E04),4.62,300
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Administrative and clerical staff (E05),26.72,1737
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Catering staff (E06),0.53,34
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Cost of other staff (E07),3.82,248
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Indirect employee expenses (E08),4.69,305
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Development and training (E09),1.94,126
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Supply teacher insurance (E10),0.86,56
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Staff related insurance (E11),0.6,39
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Building maintenance and improvement (E12),5.57,362
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Grounds maintenance and improvement (E13),0.46,30
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Cleaning and caretaking (E14),3.34,217
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Water and sewerage (E15),0.57,37
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Energy (E16),3.14,204
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Rates (E17),2.46,160
201920,Financial year,National,England,E92000001,PRU,Premises related expenditure,Other occupation costs (E18),3.76,245
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),16.4,1066
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,ICT learning resources (E20),3.62,235
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Exam fees (E21),1.53,99
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Administrative supplies (E22),3.7,240
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Other insurance premiums (E23),1,65
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Special facilities (E24),3.71,241
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Catering supplies (E25),3.69,240
201920,Financial year,National,England,E92000001,PRU,Staff related expenditure,Agency supply teaching staff (E26),17.76,1154
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Bought in professional services – curriculum (E27),21.96,1427
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",10.72,697
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",0.98,64
201920,Financial year,National,England,E92000001,PRU,Supplies and services expenditure,Total bought in professional services (E28a/b),11.7,761
201920,Financial year,National,England,E92000001,PRU,Finance related expenditure,Loan interest (E29),low,low
201920,Financial year,National,England,E92000001,PRU,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),1.39,90
201920,Financial year,National,England,E92000001,PRU,Community expenditure,Community focused school staff (E31),0.34,22
201920,Financial year,National,England,E92000001,PRU,Community expenditure,Community focused school costs (E32),0.66,43
201920,Financial year,National,England,E92000001,PRU,Capital expenditure,Acquisition of land and existing buildings (CE01),0.02,1
201920,Financial year,National,England,E92000001,PRU,Capital expenditure,"New construction, conversion and renovation (CE02)",2.27,147
201920,Financial year,National,England,E92000001,PRU,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",0.22,14
201920,Financial year,National,England,E92000001,PRU,Capital expenditure,Information and communication technology (CE04),0.97,63
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total supply staff costs,22.23,1445
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total staff costs,295.24,19188
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total premises costs,14.97,973
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total occupation costs,15.15,985
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total supplies and services,58.91,3829
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Community expenditure,0.99,65
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total expenditure,388,25216
201920,Financial year,National,England,E92000001,PRU,Total expenditure,Total net expenditure,385.99,25086
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Teaching Staff (E01),2746.05,3354
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teaching staff (E02),14.68,18
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Education support staff (E03),514.67,629
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Premises staff (E04),100.08,122
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Administrative and clerical staff (E05),315.66,385
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Catering staff (E06),31.29,38
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Cost of other staff (E07),39.84,49
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Indirect employee expenses (E08),43.8,53
201920,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Development and training (E09),17.2,21
