time_period,time_identifier,geographic_level,country_name,country_code,school_phase,income_type,income_description,income,income_per_pupil
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil premium (I05),1221.79,293
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other government grants (I06),103.68,25
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other grants payments (I07),151.27,36
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Total income from lettings facilities services (I08ab),644.44,155
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from catering (I09),263.12,63
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts supply teacher insurance claims (I10),74.29,18
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts other  insurance claims (I11),28.2,7
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income contributions visits etc (I12),194.08,47
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Donations and/or private funds (I13),160.73,39
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil focussed extended school funding (I15),15.17,4
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Community focussed school funding (I16),60.19,14
201819,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Community focused facilities income (I17),68.77,16
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other additional grants (I18d),661.56,159
201819,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total additional grant (I18 total),661.56,159
201819,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital income (CI01),271.83,65
201819,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital voluntary private income (CI03),13.2,3
201819,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital direct revenue financing(CI04),83.4,20
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total grant funding,22542.1,5408
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total direct grants,19076.83,4577
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total community grants,721.75,173
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total targetted grants,2743.52,658
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total self generated income,789.19,189
201819,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total income,23882.22,5730
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA Pre16 (I01),204.18,7227
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA VIthForm (I02),low,low
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Total funds delegated by LA (I01 & I02),204.18,7227
201819,Financial year,National,England,E92000001,Nursery,Grant funding,SEN funding (I03),11.52,408
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Funding minority ethnic pupils (I04),low,low
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil premium (I05),1.27,45
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Other government grants (I06),5.08,180
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Other grants payments (I07),6.87,243
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Total income from lettings facilities services (I08ab),31.12,1101
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from catering (I09),1.66,59
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts supply teacher insurance claims (I10),0.61,22
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts other  insurance claims (I11),0.71,25
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Income contributions visits etc (I12),2.89,102
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Donations and/or private funds (I13),1.96,69
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil focussed extended school funding (I15),1.06,37
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Community focussed school funding (I16),10.65,377
201819,Financial year,National,England,E92000001,Nursery,Self generated funding,Community focused facilities income (I17),7.1,251
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Other additional grants (I18d),0.1,3
201819,Financial year,National,England,E92000001,Nursery,Grant funding,Total additional grant (I18 total),0.1,3
201819,Financial year,National,England,E92000001,Nursery,Capital funding,Capital income (CI01),4.36,154
201819,Financial year,National,England,E92000001,Nursery,Capital funding,Capital voluntary private income (CI03),0.09,3
201819,Financial year,National,England,E92000001,Nursery,Capital funding,Capital direct revenue financing(CI04),0.72,25
201819,Financial year,National,England,E92000001,Nursery,Total income,Total grant funding,240.74,8521
201819,Financial year,National,England,E92000001,Nursery,Total income,Total direct grants,216.14,7651
201819,Financial year,National,England,E92000001,Nursery,Total income,Total community grants,10.75,381
201819,Financial year,National,England,E92000001,Nursery,Total income,Total targetted grants,13.85,490
201819,Financial year,National,England,E92000001,Nursery,Total income,Total self generated income,14.92,528
201819,Financial year,National,England,E92000001,Nursery,Total income,Total income,286.11,10127
201819,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA Pre16 (I01),12942.66,4103
201819,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA VIthForm (I02),low,low
201819,Financial year,National,England,E92000001,Primary,Grant funding,Total funds delegated by LA (I01 & I02),12942.66,4103
201819,Financial year,National,England,E92000001,Primary,Grant funding,SEN funding (I03),436.69,138
201819,Financial year,National,England,E92000001,Primary,Grant funding,Funding minority ethnic pupils (I04),18.5,6
201819,Financial year,National,England,E92000001,Primary,Grant funding,Pupil premium (I05),947.12,300
201819,Financial year,National,England,E92000001,Primary,Grant funding,Other government grants (I06),53.48,17
201819,Financial year,National,England,E92000001,Primary,Grant funding,Other grants payments (I07),78.71,25
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Total income from lettings facilities services (I08ab),414.36,131
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Income from catering (I09),181.77,58
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts supply teacher insurance claims (I10),59.19,19
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts other  insurance claims (I11),19.92,6
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Income contributions visits etc (I12),144.67,46
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Donations and/or private funds (I13),115.8,37
201819,Financial year,National,England,E92000001,Primary,Grant funding,Pupil focussed extended school funding (I15),12.45,4
201819,Financial year,National,England,E92000001,Primary,Grant funding,Community focussed school funding (I16),44.6,14
201819,Financial year,National,England,E92000001,Primary,Self generated funding,Community focused facilities income (I17),51.3,16
201819,Financial year,National,England,E92000001,Primary,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,Primary,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,Primary,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,Primary,Grant funding,Other additional grants (I18d),639.25,203
201819,Financial year,National,England,E92000001,Primary,Grant funding,Total additional grant (I18 total),639.25,203
201819,Financial year,National,England,E92000001,Primary,Capital funding,Capital income (CI01),190.48,60
201819,Financial year,National,England,E92000001,Primary,Capital funding,Capital voluntary private income (CI03),8.34,3
201819,Financial year,National,England,E92000001,Primary,Capital funding,Capital direct revenue financing(CI04),59.46,19
201819,Financial year,National,England,E92000001,Primary,Total income,Total grant funding,15173.48,4810
201819,Financial year,National,England,E92000001,Primary,Total income,Total direct grants,13074.85,4144
201819,Financial year,National,England,E92000001,Primary,Total income,Total community grants,683.86,217
201819,Financial year,National,England,E92000001,Primary,Total income,Total targetted grants,1414.77,448
201819,Financial year,National,England,E92000001,Primary,Total income,Total self generated income,572.66,182
201819,Financial year,National,England,E92000001,Primary,Total income,Total income,16096.35,5102
201819,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA Pre16 (I01),226.99,13561
201819,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA VIthForm (I02),0.24,1882
201819,Financial year,National,England,E92000001,PRU,Grant funding,Total funds delegated by LA (I01 & I02),227.23,13576
201819,Financial year,National,England,E92000001,PRU,Grant funding,SEN funding (I03),110.24,6586
201819,Financial year,National,England,E92000001,PRU,Grant funding,Funding minority ethnic pupils (I04),low,low
201819,Financial year,National,England,E92000001,PRU,Grant funding,Pupil premium (I05),8.8,526
201819,Financial year,National,England,E92000001,PRU,Grant funding,Other government grants (I06),2.47,148
201819,Financial year,National,England,E92000001,PRU,Grant funding,Other grants payments (I07),12.32,736
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Total income from lettings facilities services (I08ab),27.48,1642
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Income from catering (I09),0.22,13
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts supply teacher insurance claims (I10),0.98,59
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Receipts other  insurance claims (I11),0.45,27
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Income contributions visits etc (I12),0.03,2
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Donations and/or private funds (I13),0.33,20
201819,Financial year,National,England,E92000001,PRU,Grant funding,Pupil focussed extended school funding (I15),low,low
201819,Financial year,National,England,E92000001,PRU,Grant funding,Community focussed school funding (I16),0.14,9
201819,Financial year,National,England,E92000001,PRU,Self generated funding,Community focused facilities income (I17),0.89,53
201819,Financial year,National,England,E92000001,PRU,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,PRU,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,PRU,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,PRU,Grant funding,Other additional grants (I18d),1.02,61
201819,Financial year,National,England,E92000001,PRU,Grant funding,Total additional grant (I18 total),1.02,61
201819,Financial year,National,England,E92000001,PRU,Capital funding,Capital income (CI01),2.92,175
201819,Financial year,National,England,E92000001,PRU,Capital funding,Capital voluntary private income (CI03),0.02,1
201819,Financial year,National,England,E92000001,PRU,Capital funding,Capital direct revenue financing(CI04),1.35,80
201819,Financial year,National,England,E92000001,PRU,Total income,Total grant funding,362.23,21641
201819,Financial year,National,England,E92000001,PRU,Total income,Total direct grants,242.02,14459
201819,Financial year,National,England,E92000001,PRU,Total income,Total community grants,1.17,70
201819,Financial year,National,England,E92000001,PRU,Total income,Total targetted grants,119.05,7113
201819,Financial year,National,England,E92000001,PRU,Total income,Total self generated income,2.89,173
201819,Financial year,National,England,E92000001,PRU,Total income,Total income,390.95,23357
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA Pre16 (I01),4131.58,4669
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Funds delegated by LA VIthForm (I02),411.23,4636
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Total funds delegated by LA (I01 & I02),4542.81,5133
201819,Financial year,National,England,E92000001,Secondary,Grant funding,SEN funding (I03),100.83,114
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Funding minority ethnic pupils (I04),2.86,3
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil premium (I05),221.75,251
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Other government grants (I06),26.85,30
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Other grants payments (I07),34.25,39
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Total income from lettings facilities services (I08ab),117.14,132
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Income from catering (I09),71.95,81
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts supply teacher insurance claims (I10),7.83,9
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Receipts other  insurance claims (I11),2.46,3
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Income contributions visits etc (I12),43.71,49
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Donations and/or private funds (I13),33.49,38
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Pupil focussed extended school funding (I15),0.58,1
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Community focussed school funding (I16),3.74,4
201819,Financial year,National,England,E92000001,Secondary,Self generated funding,Community focused facilities income (I17),7.78,9
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Other additional grants (I18d),9.32,11
201819,Financial year,National,England,E92000001,Secondary,Grant funding,Total additional grant (I18 total),9.32,11
201819,Financial year,National,England,E92000001,Secondary,Capital funding,Capital income (CI01),56.66,64
201819,Financial year,National,England,E92000001,Secondary,Capital funding,Capital voluntary private income (CI03),3.36,4
201819,Financial year,National,England,E92000001,Secondary,Capital funding,Capital direct revenue financing(CI04),13.55,15
201819,Financial year,National,England,E92000001,Secondary,Total income,Total grant funding,4942.99,5586
201819,Financial year,National,England,E92000001,Secondary,Total income,Total direct grants,4603.9,5202
201819,Financial year,National,England,E92000001,Secondary,Total income,Total community grants,13.07,15
201819,Financial year,National,England,E92000001,Secondary,Total income,Total targetted grants,326.02,368
201819,Financial year,National,England,E92000001,Secondary,Total income,Total self generated income,167.22,189
201819,Financial year,National,England,E92000001,Secondary,Total income,Total income,5210.24,5888
201819,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA Pre16 (I01),843.67,10109
201819,Financial year,National,England,E92000001,Special,Grant funding,Funds delegated by LA VIthForm (I02),61.33,6271
201819,Financial year,National,England,E92000001,Special,Grant funding,Total funds delegated by LA (I01 & I02),905,10844
201819,Financial year,National,England,E92000001,Special,Grant funding,SEN funding (I03),825.86,9896
201819,Financial year,National,England,E92000001,Special,Grant funding,Funding minority ethnic pupils (I04),0.06,1
201819,Financial year,National,England,E92000001,Special,Grant funding,Pupil premium (I05),42.84,513
201819,Financial year,National,England,E92000001,Special,Grant funding,Other government grants (I06),15.79,189
201819,Financial year,National,England,E92000001,Special,Grant funding,Other grants payments (I07),19.13,229
201819,Financial year,National,England,E92000001,Special,Self generated funding,Income from lettings (I08a),x,x
201819,Financial year,National,England,E92000001,Special,Self generated funding,Income from facilities services (I08b),x,x
201819,Financial year,National,England,E92000001,Special,Self generated funding,Total income from lettings facilities services (I08ab),54.34,651
201819,Financial year,National,England,E92000001,Special,Self generated funding,Income from catering (I09),7.53,90
201819,Financial year,National,England,E92000001,Special,Self generated funding,Receipts supply teacher insurance claims (I10),5.68,68
201819,Financial year,National,England,E92000001,Special,Self generated funding,Receipts other  insurance claims (I11),4.66,56
201819,Financial year,National,England,E92000001,Special,Self generated funding,Income contributions visits etc (I12),2.78,33
201819,Financial year,National,England,E92000001,Special,Self generated funding,Donations and/or private funds (I13),9.15,110
201819,Financial year,National,England,E92000001,Special,Grant funding,Pupil focussed extended school funding (I15),1.07,13
201819,Financial year,National,England,E92000001,Special,Grant funding,Community focussed school funding (I16),1.04,13
201819,Financial year,National,England,E92000001,Special,Self generated funding,Community focused facilities income (I17),1.69,20
201819,Financial year,National,England,E92000001,Special,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201819,Financial year,National,England,E92000001,Special,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201819,Financial year,National,England,E92000001,Special,Grant funding,Income COVID-19 catch up package (I18c),x,x
201819,Financial year,National,England,E92000001,Special,Grant funding,Other additional grants (I18d),11.86,142
201819,Financial year,National,England,E92000001,Special,Grant funding,Total additional grant (I18 total),11.86,142
201819,Financial year,National,England,E92000001,Special,Capital funding,Capital income (CI01),17.4,209
201819,Financial year,National,England,E92000001,Special,Capital funding,Capital voluntary private income (CI03),1.39,17
201819,Financial year,National,England,E92000001,Special,Capital funding,Capital direct revenue financing(CI04),8.33,100
201819,Financial year,National,England,E92000001,Special,Total income,Total grant funding,1822.66,21839
201819,Financial year,National,England,E92000001,Special,Total income,Total direct grants,939.92,11262
201819,Financial year,National,England,E92000001,Special,Total income,Total community grants,12.91,155
201819,Financial year,National,England,E92000001,Special,Total income,Total targetted grants,869.83,10422
201819,Financial year,National,England,E92000001,Special,Total income,Total self generated income,31.5,377
201819,Financial year,National,England,E92000001,Special,Total income,Total income,1898.57,22749
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA Pre16 (I01),18255.2,4648
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funds delegated by LA VIthForm (I02),415.62,4579
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total funds delegated by LA (I01 & I02),18670.82,4754
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,SEN funding (I03),1530.78,390
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Funding minority ethnic pupils (I04),15.9,4
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil premium (I05),1147.18,292
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other government grants (I06),105.9,27
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other grants payments (I07),147.09,37
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from lettings (I08a),151.74,39
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from facilities services (I08b),494.32,126
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Total income from lettings facilities services (I08ab),646.07,164
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income from catering (I09),241.11,61
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts supply teacher insurance claims (I10),72.57,18
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Receipts other  insurance claims (I11),27.14,7
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Income contributions visits etc (I12),190.5,49
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Donations and/or private funds (I13),153.94,39
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Pupil focussed extended school funding (I15),13.58,3
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Community focussed school funding (I16),52.41,13
201920,Financial year,National,England,E92000001,All LA maintained schools,Self generated funding,Community focused facilities income (I17),66.88,17
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Other additional grants (I18d),634.13,161
201920,Financial year,National,England,E92000001,All LA maintained schools,Grant funding,Total additional grant (I18 total),634.13,161
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital income (CI01),131.13,33
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital voluntary private income (CI03),16.73,4
201920,Financial year,National,England,E92000001,All LA maintained schools,Capital funding,Capital direct revenue financing(CI04),70.31,18
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total grant funding,22317.79,5682
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total direct grants,18923.8,4818
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total community grants,686.54,175
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total targetted grants,2707.44,689
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total self generated income,1398.2,356
201920,Financial year,National,England,E92000001,All LA maintained schools,Total income,Total income,23638.55,6019
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA Pre16 (I01),206.89,7295
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Funds delegated by LA VIthForm (I02),low,low
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Total funds delegated by LA (I01 & I02),206.89,7295
201920,Financial year,National,England,E92000001,Nursery,Grant funding,SEN funding (I03),12.44,439
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Funding minority ethnic pupils (I04),low,low
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil premium (I05),0.92,32
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Other government grants (I06),4.77,168
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Other grants payments (I07),6.42,226
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from lettings (I08a),5.29,187
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from facilities services (I08b),24.5,864
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Total income from lettings facilities services (I08ab),29.79,1050
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Income from catering (I09),1.52,54
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts supply teacher insurance claims (I10),0.65,23
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Receipts other  insurance claims (I11),0.78,28
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Income contributions visits etc (I12),2.72,96
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Donations and/or private funds (I13),1.61,57
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Pupil focussed extended school funding (I15),2.2,78
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Community focussed school funding (I16),8.17,288
201920,Financial year,National,England,E92000001,Nursery,Self generated funding,Community focused facilities income (I17),6.3,222
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Other additional grants (I18d),0.09,3
201920,Financial year,National,England,E92000001,Nursery,Grant funding,Total additional grant (I18 total),0.09,3
201920,Financial year,National,England,E92000001,Nursery,Capital funding,Capital income (CI01),2.34,83
201920,Financial year,National,England,E92000001,Nursery,Capital funding,Capital voluntary private income (CI03),0.17,6
201920,Financial year,National,England,E92000001,Nursery,Capital funding,Capital direct revenue financing(CI04),0.57,20
201920,Financial year,National,England,E92000001,Nursery,Total income,Total grant funding,241.91,8530
201920,Financial year,National,England,E92000001,Nursery,Total income,Total direct grants,218.08,7689
201920,Financial year,National,England,E92000001,Nursery,Total income,Total community grants,8.27,292
201920,Financial year,National,England,E92000001,Nursery,Total income,Total targetted grants,15.56,549
201920,Financial year,National,England,E92000001,Nursery,Total income,Total self generated income,43.38,1530
201920,Financial year,National,England,E92000001,Nursery,Total income,Total income,284.74,10040
201920,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA Pre16 (I01),12872.41,4317
201920,Financial year,National,England,E92000001,Primary,Grant funding,Funds delegated by LA VIthForm (I02),low,low
201920,Financial year,National,England,E92000001,Primary,Grant funding,Total funds delegated by LA (I01 & I02),12872.41,4317
201920,Financial year,National,England,E92000001,Primary,Grant funding,SEN funding (I03),455.66,153
201920,Financial year,National,England,E92000001,Primary,Grant funding,Funding minority ethnic pupils (I04),14.2,5
201920,Financial year,National,England,E92000001,Primary,Grant funding,Pupil premium (I05),889.25,298
201920,Financial year,National,England,E92000001,Primary,Grant funding,Other government grants (I06),49.74,17
201920,Financial year,National,England,E92000001,Primary,Grant funding,Other grants payments (I07),75.74,25
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Income from lettings (I08a),99.39,33
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Income from facilities services (I08b),324,109
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Total income from lettings facilities services (I08ab),423.39,142
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Income from catering (I09),165.84,56
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts supply teacher insurance claims (I10),58.29,20
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Receipts other  insurance claims (I11),18.69,6
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Income contributions visits etc (I12),141.83,48
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Donations and/or private funds (I13),112.76,38
201920,Financial year,National,England,E92000001,Primary,Grant funding,Pupil focussed extended school funding (I15),9.94,3
201920,Financial year,National,England,E92000001,Primary,Grant funding,Community focussed school funding (I16),40.29,14
201920,Financial year,National,England,E92000001,Primary,Self generated funding,Community focused facilities income (I17),51.91,17
201920,Financial year,National,England,E92000001,Primary,Grant funding,Coronavirus Job Retention Scheme (I18a),x,x
201920,Financial year,National,England,E92000001,Primary,Grant funding,Exceptional costs grant COVID-19 (I18b),x,x
201920,Financial year,National,England,E92000001,Primary,Grant funding,Income COVID-19 catch up package (I18c),x,x
201920,Financial year,National,England,E92000001,Primary,Grant funding,Other additional grants (I18d),604.42,203
201920,Financial year,National,England,E92000001,Primary,Grant funding,Total additional grant (I18 total),604.42,203
201920,Financial year,National,England,E92000001,Primary,Capital funding,Capital income (CI01),89.85,30
201920,Financial year,National,England,E92000001,Primary,Capital funding,Capital voluntary private income (CI03),9.87,3
201920,Financial year,National,England,E92000001,Primary,Capital funding,Capital direct revenue financing(CI04),48.47,16
201920,Financial year,National,England,E92000001,Primary,Total income,Total grant funding,15011.65,5035
201920,Financial year,National,England,E92000001,Primary,Total income,Total direct grants,12997.89,4359
201920,Financial year,National,England,E92000001,Primary,Total income,Total community grants,644.71,216
201920,Financial year,National,England,E92000001,Primary,Total income,Total targetted grants,1369.05,459
201920,Financial year,National,England,E92000001,Primary,Total income,Total self generated income,972.71,326
201920,Financial year,National,England,E92000001,Primary,Total income,Total income,15932.08,5343
201920,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA Pre16 (I01),212.54,13813
201920,Financial year,National,England,E92000001,PRU,Grant funding,Funds delegated by LA VIthForm (I02),0.18,1658
201920,Financial year,National,England,E92000001,PRU,Grant funding,Total funds delegated by LA (I01 & I02),212.72,13825
201920,Financial year,National,England,E92000001,PRU,Grant funding,SEN funding (I03),117.94,7665
201920,Financial year,National,England,E92000001,PRU,Grant funding,Funding minority ethnic pupils (I04),low,low
201920,Financial year,National,England,E92000001,PRU,Grant funding,Pupil premium (I05),8.32,541
201920,Financial year,National,England,E92000001,PRU,Grant funding,Other government grants (I06),2.54,165
